EngineID,Cycle,Altitude_m,Mach,Tamb_K,Pamb_Pa,RPM_rev_min,FuelFlow_kg_s,P2_Pa,T2_K,P3_Pa,T3_K,P4_Pa,T4_K
4,19,10268.93333575884,0.8138829942940049,219.17642702677145,25387.10182983889,44297.383708143665,1.9493046372669032,90507.95308473844,344.2571702765715,85893.27484264273,3809.723551137637,77161.15987111788,3704.357444793682
5,7,7525.778288201256,0.4419869077469606,243.99573013858543,38581.12176370781,49976.76222515208,1.9635517298989233,142640.8423346159,365.17294056009354,133483.17724203403,3338.7027975147157,117911.0303069857,3254.7746876112574
8,21,2702.6317350247223,0.3584404442370558,273.9305916584099,72211.24008555594,50915.79362110314,1.9265295955384072,233642.69598966668,413.40464767982724,219241.54166535957,3144.8981653881406,186967.86578044854,2908.7338956520275
7,14,9840.059281878332,0.6775365762816156,220.56095051370505,26777.53141456896,32735.996488337227,0.21364171556574482,45941.25929898455,267.3421817212425,43909.92857385289,877.1989752508443,40004.9785451835,843.0241641254648
5,10,8722.150336528872,0.6216226465012752,229.7059432916797,32030.118778702068,36623.413157526295,0.7452417061551534,71260.87729211303,301.05942216833137,67634.75060255462,2051.738621926898,61624.633402719315,2032.0127089936334
10,13,7100.629226260152,0.664929253259027,244.56665247906932,39547.00105667905,40334.58310362139,1.717085003751291,111330.39206560625,336.1712852111008,106363.16822382578,3790.8717671092027,97555.04614605196,3781.9587574584843
3,23,6260.828488932119,0.0608843320516279,248.80909212600451,46668.7491331081,69607.30974065822,0.6130258360736541,214792.6607219065,450.1454847973603,202116.76520778498,1026.4290929511149,77544.8125068084,761.3979181757693
3,25,7501.875611370066,0.08044556459581605,236.94613244960362,37983.550256994335,67524.89595023263,0.4288573597829877,166193.21308288554,423.9642480161954,156408.17740835535,815.06249056492,51409.20424291553,590.8709722691046
3,7,4211.634141023474,0.029724025709517723,263.3801164160232,60348.644902550805,33845.21154366849,0.9103926942401791,84822.10646712812,290.3961698784358,81815.70196774525,2833.5127436492103,77165.6145202481,2806.7475653266174
10,19,7489.837854595213,0.06761386565308039,237.6753450318187,37616.022708381635,35645.82472575947,0.29044626507338744,55779.467154130885,276.97083777435495,52890.04112955744,993.9275376358172,45651.275602463254,943.7123161186859
6,14,848.316764940732,0.16789086572495607,281.71517970027196,91001.75350866791,62868.00216662207,1.7722926593847708,444649.25148567953,481.2480789381457,404772.50070439855,2350.748303077682,291181.79870129365,2168.71848527238
6,5,6536.170379085323,0.26030966131174127,243.79519545471098,44157.06582279051,45217.36691893567,0.8210633131268054,125569.81188314788,350.88916463330565,120450.20426120884,1783.7435147464814,97078.5183624356,1693.3040210676895
1,20,10837.784170451927,0.17639492785657518,219.4577931423033,22995.598468214957,33363.93967421964,0.3800445673721446,29143.836382846435,239.3501855984603,27524.834589915834,1297.2327600767692,25819.47071608237,1281.1132683876249
5,5,11504.691004030268,0.3451604951330663,209.11536989556453,20585.811256710807,31934.87462905693,0.2563059784822796,27040.96900218348,233.8804057363678,25232.9446274012,1008.8887312860458,24450.442058974928,988.3506124891115
3,20,7587.029818239333,0.8579806382556544,239.95714719461762,37212.123740515446,60425.88009026433,1.6695011889619833,233672.19572347018,452.167182909024,224264.66014473973,2317.190213717326,160343.84545616576,2108.024195086013
4,25,215.49961587099855,0.8700303502444713,287.798668464775,100569.95537574944,66259.43314438435,0.7459371539302353,701579.0182108537,569.1137204219796,671962.1730208334,1272.1339192953708,268979.2064561829,990.0177047790229
4,29,7318.029328385752,0.2516648644111624,241.27679837233862,39697.5954746836,39971.31635534729,1.1311303311938676,70805.28535413105,306.49774388912505,67516.54397269759,2460.7041238439733,60251.485851950594,2384.519878823449
3,13,10421.776050675811,0.18462022754119675,220.13626879629658,24508.272153079542,35562.16578693375,0.6886232372530087,38180.371966010214,256.9983070379453,36537.01141265121,1986.3384630615785,33883.93501116482,1957.7957504996943
1,16,451.67490731246636,0.7408163621549857,286.8044354846267,94832.12677415783,48583.01456263396,0.43661180203894506,397689.837294671,459.37590007120406,372779.9434919575,1129.566302429954,221219.81234302168,959.9126639145715
1,11,10777.503451127386,0.8017605142189426,218.55684234646034,23178.62938477714,69355.76949432444,1.3736208502461724,191471.34439023182,424.5426526072734,179215.061956199,1716.2405558884907,117367.22577138511,1550.885894224396
7,15,9968.265790627785,0.1069035499953199,225.0787508036653,26102.43015536477,66342.79955301213,1.1538621813236534,135148.89171471374,380.3254386926854,127878.30692146266,1546.3189515528854,82994.7712309281,1369.513199341742
4,12,3593.9124122510943,0.8443563677970418,261.7508874786595,63167.01269419467,42958.92707610606,0.9906330456265617,250542.56808204265,404.72322170027,232716.06492241993,2214.008601917314,191343.92711295298,2092.490017945425
3,9,5944.635876028488,0.5012374017665456,248.03865715461194,47402.38849921077,66319.91640315135,0.6105417111540238,283421.07729878207,450.2002770310733,261788.14352082816,1062.3180991688046,123073.30054348342,880.5629379516562
8,15,7171.688553061989,0.8118493681407344,242.41998376352538,40101.62768059718,48724.217785691755,0.5956698572739483,183355.39511680885,404.5889243415003,174520.5792660902,1285.1376758665704,114765.47519900344,1142.7801369632962
2,8,8030.309298103503,0.4697983567597344,231.44924966304316,35311.51831539087,47493.08112534223,1.7727076857660378,124479.0678203403,361.34906681137664,118619.87491091361,3157.710710756168,103830.206427081,2974.887109832707
1,17,3237.445005241138,0.39835596654914857,266.13256082430416,67678.19175016454,33976.71683484759,0.24167120263922615,99839.95685028819,307.2668124486878,94314.1877528057,986.5697886451524,82407.70340307549,955.7143219443152
6,30,11544.955229695339,0.47956566126041605,214.02186300956112,20740.196482611118,54902.48854070952,0.9379221761230547,76843.02124741001,345.36056040941264,73288.26865557267,1484.4799923629346,48231.16516628771,1312.1541081836808
5,28,11336.984075737595,0.7893593648374627,215.20304704401752,21084.33008952903,50832.04179332029,1.5881905908523706,86747.85665656581,360.8576706888918,82722.60189581035,2558.887286643327,67536.97345272302,2380.4675481823992
10,5,2294.2810519656564,0.11607082437277454,271.7988591694296,75712.4414557096,44853.60362078461,1.611970732684848,209987.0737539181,380.5658395828196,203124.11304779552,3198.184288054006,175713.910581455,3076.6341702720774
3,8,9626.24647380611,0.3069565450723595,225.16859715929658,28357.497824434482,70883.21344801481,0.35171905941032705,166423.95426159454,405.3600782279366,157052.14770175493,723.4962474798574,53052.492965864396,536.9059119231225
8,19,11932.117222700706,0.6093986651080269,213.4022972084334,19937.529003631083,77332.0153805518,0.4447158282846007,146294.76809377343,421.0948465237472,138074.37729151497,780.5597221180496,43183.40653660345,562.5426640633862
3,10,8632.033255948312,0.4367476785693782,233.43369553531608,32162.945894102213,73867.44394126128,1.7984282053134542,216214.50939599902,435.43471830994287,203427.93499715888,2033.798291733167,137090.74773594635,1824.5342452293885
2,2,4482.230112367269,0.4355277000880422,260.7479182203412,58307.339469169885,61850.45388548321,0.8737181772447296,309021.14085227833,435.5150112727247,289224.0063838774,1436.1908643738473,179070.98017510952,1229.0018541652883
7,4,5482.308530471097,0.27261494456517543,253.66952436884668,51212.664589865126,71520.69606227094,0.3046242435939707,310141.7233648303,453.48451923428405,299480.74579026405,734.9281496434596,88471.93995030168,518.9921585950698
9,26,1195.6107148154779,0.6934415495199888,277.4054513519641,88647.32032967896,78028.39750027383,1.9879463776841932,697877.8120115767,574.6485718610944,646122.0352011336,2029.9071201883608,352294.97906609956,1717.3095273151505
8,16,4983.949486231847,0.8566494365402963,252.55090033190848,54379.921127672475,57097.2053065888,1.2812441039536087,333666.03988472983,474.6902670630875,318737.67870955553,1987.2495568576267,219672.18096303433,1796.95169684752
5,21,5700.986675702168,0.0520734428494647,250.67606042050474,48911.32201246328,77631.62487991292,1.8855639245226643,278229.8922718984,465.25043797808246,264461.8452230739,2011.1042738549838,159385.49455606058,1709.951586565724
1,19,7502.716385567677,0.4529605095318721,240.8817999962071,38223.6499345947,72133.61448444129,1.4033923312428733,233850.16066269483,458.2901498742673,225068.00827945812,1675.7408954946984,133698.91307633105,1442.4745756768036
7,2,2507.9883297689466,0.20595150597605394,270.04339686467335,75176.41961493214,53184.09202233673,0.6782098630707721,289800.6478712435,416.7664879828626,280149.1559435873,1342.8250096912102,178417.97951420696,1203.9419191144714
4,7,111.86240639079872,0.22106685367992526,285.75358076769913,100574.78435797773,66876.85185387947,1.993093160202769,528242.1703852705,497.2813598169631,513981.7389538519,2502.530485202946,364327.62490752514,2291.080496311686
5,13,7652.868653401124,0.8825589812406429,238.211839063594,37602.55630369893,60832.8117281249,0.8331738318835342,257926.81912175368,450.3538832677078,243904.75747458293,1421.9878644522166,145118.03486726884,1216.4253313473969
9,23,6227.798865790551,0.17706601387498289,245.76079802504813,46564.51293547082,70414.52691849608,0.5253023678676901,235810.02924129184,440.9737458785654,222802.66535850707,921.3554612527898,79284.76595032772,672.1597400226569
3,27,11851.607996243833,0.5760091526736795,210.67318785472932,20309.014890129336,70225.83176534089,0.43882488984973883,113234.69135588763,404.15759650284275,108522.55908245881,796.8771090923157,30978.193902177223,556.7551225064458
9,9,4506.070610908992,0.7870847131915567,256.0210883323427,56931.66495408463,74918.51182331245,1.0819675899094512,532757.3632371941,527.4374581706638,503546.4967900118,1463.8379154149702,253745.7745604772,1189.3760171063266
9,6,10970.455651473683,0.3098807177116056,217.37192840511477,22594.933718182914,32761.092800338793,0.5659987741144793,31065.07884865838,242.04802149692352,29557.28102558985,1891.7827763234752,28028.917294499337,1861.640044724909
4,27,6225.227416268409,0.39004534059506024,247.4486020095167,46259.75872841984,46216.92265136409,0.9951887756400919,118803.11806574676,356.1589541772729,111125.67711409573,1888.3724245075177,88242.60801089964,1783.2510281245475
5,27,2862.7721214185085,0.17246173679009943,269.97513942977315,70993.85575248799,75327.33829424465,0.3908478902004176,365428.6702001618,518.322961730824,342481.22931698104,821.6965989583495,69670.16505390417,512.5592570794212
10,23,1210.7063313681847,0.816886862474516,277.7425324064375,87555.46452905325,71196.10053240029,1.591532182716523,663681.4245431554,565.967995113156,640918.3294549966,2013.28163106955,354194.589241509,1698.779870446752
7,18,9939.627903154476,0.736711256592102,221.4990058166999,26724.75656729646,53849.130175136735,0.8243954694867304,138297.74718214356,382.1155744894452,129060.56542930358,1456.6180873834464,88496.85358392716,1327.1655143594455
7,27,2686.0165811453285,0.7333311934015462,272.34819721002117,72129.73608969737,76515.73619634386,0.369206117766137,575322.9960101071,550.3060958152814,561076.8377686151,834.8788005728796,117898.30239094012,541.7560059196247
2,26,4254.727889913161,0.258817832704893,264.528362246519,59003.914670610204,45035.97006252483,0.6191661640536996,133813.14535995893,361.02269944438854,125757.46022878846,1376.3587541469135,91604.59432269345,1253.9525509625635
6,23,7128.869044230425,0.5898908003215224,245.94266160772645,40003.91680275363,74140.83735890407,1.2337541781856296,273976.7433007111,467.1460001809941,262170.2490624698,1495.5824425676103,131985.3672586408,1256.6653417310383
7,5,5860.247127209274,0.6709342558539458,249.2946379758577,48497.514369120625,54484.73635924469,1.048713014899633,250556.9029700483,422.87229889413334,239831.49424182143,1818.211137741739,171982.00861607207,1722.3947475623897
6,18,10397.987169698532,0.5690026727063093,218.27690623495732,24560.161622820393,56343.2620747992,0.410365105811128,116918.03537946819,370.28217795473654,110168.8595622269,856.7658327440993,52138.555976326264,702.3806358853872
5,20,6246.251828832577,0.3111690884332175,249.40954246011523,46094.076896176884,48034.65333236529,0.2005411361043705,133010.69219503377,364.81702802869563,125919.55780762364,663.5407957640177,57939.79778117662,531.5866736702428
9,14,2149.9057166613848,0.09944389117250069,274.4890626304987,77449.28641278844,73960.09993769045,0.8059667219557126,455859.076595009,494.1070494934326,430779.7410874831,1196.0546124626137,189075.11249731007,939.5797552561198
2,9,10797.24749984725,0.565027082615468,218.18121945157728,22958.365528194925,35958.31205542005,1.9346524698511005,45888.6352765421,272.1101928935695,43315.173104115034,4936.041753594867,42483.59542295598,4890.4492582440125
5,6,1847.7136092945555,0.5013994509993961,273.19034990575454,80272.72568133275,56725.18835694473,1.557829835054535,394722.3508671944,461.57288705901146,378360.19514928386,2371.8668621994866,281644.39682981634,2203.025474029529
7,16,11166.544853807558,0.7420575769660958,216.49443750707346,22095.326491365227,58381.94903693352,1.3700443361163017,127525.00635039795,383.46642584095423,122589.49695190303,2009.4359315363577,91138.681705036,1896.06625946774
10,14,4386.285545214954,0.3531132878842613,259.03793870642176,58204.440682416105,78840.30890076584,1.8849098007247176,399420.65378316154,496.2118559777866,376036.229154074,2082.1245734385307,230034.8850380138,1815.295120162326
5,18,7880.201417059275,0.6622070307767693,237.77845241411836,36464.61048790312,45580.27646162495,1.3414783316504972,120598.51169462544,360.3868735928741,114823.3952093618,2570.4473698465486,98421.477991334,2413.1512660991752
4,23,3334.550944283269,0.5766330241375102,267.7353432735667,67138.33756444273,64820.970711507725,1.1282710438554473,363460.845628762,490.174162513376,344516.13928682613,1607.5176965317278,196219.30194113724,1397.0316321565012
6,19,9582.741666017531,0.06245104626180699,226.9499890472926,28948.559658729668,53812.68509191791,1.2139267253386101,97886.56549214764,352.5559814672892,94061.83474932214,1920.2518287028358,69221.14179483135,1778.9046700884978
4,28,5853.280632087603,0.5919768239347406,248.55464807113594,48221.167405023836,77238.746704621,1.264260162038413,316849.7964410254,502.29221462544393,301559.92597336124,1495.7021155724012,141049.4773471168,1214.6156525379033
10,8,1047.7674088412325,0.2703607608368416,281.4945702277323,89893.46326358675,79055.0586467023,1.891317453423929,614162.2839090913,516.0681752900144,567656.3914964809,2120.486300730052,359663.3781957114,1854.5888028846095
10,2,2025.8963181353497,0.3196490176695522,275.89068344480324,78455.80757452705,49778.96613145459,0.30876094728724035,285245.8866354499,421.0297091105147,272327.087903662,872.4779628817408,145402.51568409006,735.7797708850873
6,6,8041.091789942807,0.5697945065105104,233.50232739624997,34946.08218688412,40018.27790167881,0.9525372980088211,94146.6502601694,319.6370680672495,89203.99269090091,2303.95659115137,79894.08336848044,2269.4299879532737
6,27,3765.0100585672103,0.5928209009640668,264.77353714473605,64326.25623996333,42019.47041407082,0.2281990256473217,160309.01043773984,369.5090644039896,152134.92929904506,785.5214015688039,88639.61573239573,684.5089094078952
6,29,8417.114872442498,0.5886934076594033,235.08927290540984,33440.30216309966,44199.22346521278,0.4786169412839417,91451.00422455146,336.57878620648944,88525.36650881941,1166.2320930190674,60321.72467602608,1044.4820729194448
1,3,11063.427428868097,0.23429198873650595,217.69794136602232,23132.70217239791,62807.616034653554,0.749029802358647,118005.7060648584,363.1024895127166,109746.61162267851,1189.2539749880623,66876.77922041072,1042.2361772011584
4,26,8960.694113122707,0.04369914438610176,229.94050831580648,31046.01621036786,75171.07002093566,1.7542228147768772,158893.4615914357,426.0177237689363,153847.54757391897,1857.0108456911598,94289.59287110878,1626.253290371602
5,24,7142.272732113148,0.06558228605086061,241.91677577661065,40567.380838803096,61091.22210639207,1.9416748644308885,152065.72487339203,404.5494578416986,147896.04110798356,2547.1063470143695,109615.47979175889,2290.746129409891
6,28,8504.368440810715,0.3466291501359864,234.43029900214006,33427.44544879601,41321.02579500096,1.2759077879257705,71789.10506551764,306.58149904687986,66184.13632605487,2721.1271523989353,60238.874855103226,2588.007538779744
5,1,4439.971889093393,0.1088308376682376,262.54471607579717,58931.13411095867,51247.0047654632,1.5252069724702435,206169.86190790255,390.55792566869394,196203.05656439415,2688.4839818007626,162206.6833133319,2513.5898707842707
8,1,1520.40638718591,0.8760457371278675,282.96580443834915,85715.08726195157,63926.21089212891,1.755122290971771,691973.5671811383,533.6333759095794,663533.4374300874,2426.423488619078,462626.5638379742,2191.6135650712345
9,21,8505.965491568888,0.4772918539286138,233.99156071712784,33472.493142208805,61947.96143490193,0.5532118549998467,164617.29347996882,405.35107203850436,153233.71073476164,989.906311011221,72199.70932368883,788.2222993848621
5,8,10404.892808553668,0.11810047678815458,220.01788200651305,24396.960336219687,69520.80653875123,0.4263359278824986,136693.01084223713,389.6575782629856,127652.0762599991,785.1636311545476,51419.56079649953,602.6215566647353
3,15,6810.4557808787185,0.027439753013902658,240.9877285540059,42615.606250428245,76252.10393194381,1.4454230054037072,247430.15073276067,447.30131388267256,233512.12321553967,1676.3654343626952,134900.51906606788,1416.9695378392069
1,30,3116.3281723055534,0.410244510340213,267.67752688389004,69164.99069391926,78566.62529346046,1.0920121759623234,414803.54223645607,525.3284903073479,399178.4004604539,1366.2702220183858,162121.30798392242,1062.006184693107
3,24,11438.932137808792,0.15783676443546538,216.83521668578314,20850.60915550248,64924.01420325212,0.5548587839451525,86077.12503026797,361.2708631076696,82272.21947987482,942.7675728595303,36865.13334669068,752.8580932111552
9,30,10967.908824217468,0.34990419968154174,218.1298993339402,22722.107855255537,71152.58811884972,0.43528188228054676,120215.8435386393,403.05093166805585,113788.64703288954,773.6938268343907,32510.340215397784,534.4303380689457
4,18,9350.120102426128,0.8651291463369813,231.91688064466913,29660.440170466496,40098.43737234347,1.1566224576365474,93610.22081541095,336.14234655209555,89300.18616501862,2610.349326113329,78913.06881820787,2575.7128676071384
8,14,3332.0787190045326,0.8360707220361618,268.3565769821163,67330.89473699931,36177.00487996749,1.811577240472373,169318.35109785025,357.01662839370016,165170.68866170765,4566.41275729753,153710.3113830762,4537.048702220798
6,9,8349.263927408594,0.6136745753749946,234.79664329805613,33479.962691585635,50690.96422855618,0.22695007509222095,143559.09296390487,368.31879242536803,135583.5051198088,705.9526130007885,63672.864263904194,567.3234161393979
10,11,8659.148976071001,0.33435906125287246,233.9080691373685,32424.557297745632,34612.119205804964,1.0292756761754949,51180.18305226065,264.44062367119085,47936.56597101802,3030.3856867801114,46351.72509936056,2949.8019872328637
9,7,7451.997638893192,0.6453786319816085,238.31058022415309,38893.377910807525,35868.504269838944,0.26246380027376104,83223.91117185852,304.4363920600203,78006.72289197306,988.6877448806132,65079.45766183114,927.1002435543683
8,13,6432.225643411537,0.07106583949115872,245.8262669868915,44084.1308173861,58867.45036617531,1.8090083562764703,179281.17539802074,401.4450512215443,173309.54990080794,2544.2233532864907,134037.2805026533,2399.2546437975816
3,6,5769.982034977656,0.5413114924296399,250.65415563932413,48462.30365205727,44524.430363786305,1.4451157958465768,161609.81762103373,365.7521146008056,150714.97171670245,2992.5117648907726,129758.14910780264,2829.3985879700044
7,19,4623.088313355299,0.4172552572657277,258.0810695789463,56545.812990694176,44905.2046060546,1.8727296291876738,164044.92060075875,370.1304911590234,158274.41618934428,3562.642995235114,137817.67863064012,3401.303400407428
3,26,6176.245829871805,0.8293723516601877,246.83962851646663,46493.30786780922,55004.06390180383,1.997791672800922,219171.96573606512,437.7662107200988,206788.64710306577,2912.434307289384,161262.90549858357,2756.8468104052986
8,4,8389.385656688071,0.8108376382363824,231.65981824834952,33455.900188827676,70022.60011227812,1.4378092572611958,292466.56911279395,460.4581992154389,275986.984575358,1844.756032840691,180842.6346452841,1639.9136775676354
6,10,11070.588743495628,0.3933169856313188,214.0133822183627,22861.633709582635,42827.60453497632,0.9845132236179608,61563.883670106625,299.76396362749654,57857.069274976806,2112.766490817358,49822.40302559072,2022.3066720728707
1,13,291.6104932373799,0.5830754790102664,284.9581662998789,98627.09858888615,39058.66510060296,1.886349306417706,231758.8896602353,379.5437244125186,223806.956154553,4499.781613125184,209079.61619809366,4487.78478707593
2,6,1377.5865932150787,0.5462304197626353,277.3728486610291,85862.32147936837,44240.38026081089,1.241436356622048,280906.90681743185,404.9781810576858,266410.8294759685,2592.653552758792,224180.29445925873,2534.288497858314
1,29,2533.4531017536233,0.12362067778348677,273.9448017202961,74048.73075351464,30757.98116832399,0.8130164602743576,63132.53153005089,257.27837398243406,60860.8152856953,2896.8107640361186,61907.83364992893,2932.770789497168
5,23,8244.650272960269,0.06796534702262753,233.81413163065005,34758.04546572312,43691.29173758776,1.6321762648112355,75416.67106954605,317.0884433842321,71360.60305169351,3191.4580779630974,63521.929710356,3031.2150050220916
10,15,735.325838384608,0.628009615991498,281.2383929258751,93805.43039463622,30400.584225491148,0.9449624077640835,117866.19729212842,299.67117085490565,110851.97022849455,3408.275176466709,111610.84685391607,3460.952190341315
9,15,1950.069130957244,0.8697785243558439,279.7955928384269,82009.18747240386,40194.98893884776,1.5282336413558952,268874.5636755305,409.2044736795474,259456.6632588542,3453.378763208624,231087.48655744205,3367.3799415324584
6,21,2633.3492418603178,0.3119895479902256,273.412198370343,74288.48851648266,48785.07039176848,0.3200021063651229,222774.9011763478,400.6635807170025,213333.2700248401,891.7725695960929,106987.8087684565,730.696100826281
2,22,2966.0173132080004,0.7314042997237876,266.97514673649255,70306.41092197872,69944.75311779678,1.4594562086161424,479489.2509964254,523.1169598291282,456435.5553328507,1847.2674925271929,249922.47090776407,1561.6993146040254
4,6,9828.577504708079,0.19379571975323054,224.90290471157886,27888.51707162786,55448.97723871942,1.6830989104036786,110061.54590519966,353.60206864529437,105115.13825192975,2598.2420943702737,85319.05565031501,2411.4974391366773
7,29,2767.0527925124206,0.371974462907168,269.195863331183,73117.08346299066,42127.81786492809,1.4004772475154204,165633.9449324833,359.1994434421544,154592.99009371988,2942.301347367244,137575.81356863247,2875.5023868223625
9,8,11859.82925225593,0.6772017693586945,208.1710370983759,19662.664034415924,42318.78234039147,1.1811514323846,64017.14714779388,305.5876784407444,61614.897074118075,2486.6186319772496,54033.41888241196,2392.9618502375915
2,12,8554.469399802632,0.1369342270478101,230.6797519080197,33101.681158438136,58830.80514976478,1.3062249907679375,134885.14952362745,383.1692865036432,130141.00987763415,1884.3867093003216,93552.30046317236,1697.8017090491057
3,30,8786.137112366108,0.6923218076097998,232.9212190824493,31381.085052982373,30568.190242195913,0.9384605209231526,33161.481092759255,224.0916543769966,31196.011981749314,3293.6656233536705,32775.384934043694,3264.43883752049
9,5,7162.62278474597,0.3727254242527352,239.30541891302775,40948.06318870798,50686.58539033871,1.6085095547569208,153597.84626480888,377.3078820971637,147102.1955699296,2665.738171354989,121844.10751117572,2576.1326054717742
5,17,4451.8099467361835,0.33229924622886103,258.361935361554,58570.17275245536,32557.311862333565,1.614895985670432,72029.72079938579,280.00070150751867,69281.78573867772,4920.244865001082,67301.97616873114,4806.068945770744
1,27,4514.647569691393,0.8689891577019142,258.15977270584546,57142.920854944634,72199.46371452733,1.7141587755716077,460748.87608447263,540.490967095593,429824.1546606543,2005.8670020006111,249248.01551514602,1759.2460910489035
10,24,3944.1683352621344,0.31756249527652347,264.87890381602165,62986.61955212844,59643.84974782351,0.6855624945914893,251853.91502498512,440.2283099682198,237499.35902810286,1237.219823661332,121736.25545625495,1030.65731861847
5,22,7655.820592307932,0.34893556098048384,237.91820865249105,36830.907775610685,63811.65123106102,0.6719690102318523,167619.93017205,413.07511244120724,161053.22320349672,1105.6221821482113,77175.32874122454,876.4222979459269
7,21,8094.586195652218,0.591308380435955,232.61091236400495,34915.64099119416,33531.055704977996,0.920746932732106,56519.850854148215,270.4273434574074,53876.01761185714,2765.204634480761,52609.490941883,2784.847902433981
1,1,7193.924836585455,0.14112624289216102,240.05208103555216,39779.10396839329,37691.7359482254,0.301736202982403,76228.31340190716,302.3702051337583,74966.68327486744,990.924428376197,59230.69499453812,937.0868983839179
9,29,483.3043260292018,0.29302243674084655,283.8429065057621,97048.41392563017,53330.69035239079,0.4665566299509166,314202.7214127779,442.23947931186206,298905.55206090043,1019.796730178605,140279.0364595437,813.9785096452883
10,3,462.86413852853497,0.3314321060627497,286.91951513038754,97478.83166312221,79102.11704432487,0.9603093458598224,692040.3902739064,521.5730353734094,670171.0017186084,1325.367351293191,301518.52470832964,1061.2552320787086
4,11,12053.311093790677,0.8422462322818315,209.8026458529504,19143.731777519053,62012.637180015314,0.9686793914271239,141954.07610395967,403.74271454678546,131714.84771953232,1434.010356247976,83880.69610043858,1250.0236354408978
9,20,10680.16279592558,0.10825171098868996,220.69358305765041,23431.03098850206,46590.102139657174,1.6621790522966708,62087.71307436811,307.3749711140568,58732.352387826264,2948.905551197139,51130.369828105024,2824.289018483828
9,16,8844.492535181022,0.5331969933272338,232.3070090502998,31130.021442557456,73991.77317667076,0.2915674415349295,220059.14288118348,440.00531172603587,207235.9603140615,667.2931718507705,50526.64321717068,456.3413708283097
6,22,9202.03585670258,0.5290470977142062,229.2975679401393,29570.823404207604,69582.84914086256,1.5639840332076507,177536.50992317437,421.29750705546957,169912.67575661687,1874.4497289280782,106953.74695830971,1640.2217439227265
4,9,8324.38480552719,0.002933485562291824,232.57205579533755,33889.4885268129,61449.65208682766,0.856736340571422,154774.55371549234,388.2156449872088,145541.2272190051,1342.0971126859654,90837.56546883234,1160.4552626684829
2,7,5669.415675983534,0.36953746658111364,251.58471549377458,49334.23993945499,47720.43116228656,1.8779181499302355,161632.76673395548,368.2500880179625,152288.2742700949,3367.0946232642673,134669.2171751909,3243.0540027853563
3,2,8477.664104489098,0.06065427547031096,233.767604435784,32914.957486169274,59069.795575337965,0.8058478299449693,148903.23710514815,379.3635395550087,138041.24993257935,1355.149413680912,90716.84006317325,1203.09123040461
6,1,8539.532609582384,0.1494574354984649,235.27215112214887,32692.476470888974,68899.05514211845,1.253920486599502,194038.71818687345,417.4412245562896,181826.54283884427,1626.4411456392093,118789.5480777188,1455.925793774688
8,27,11199.67683040347,0.8962339552087427,213.69887974229425,21818.21267453088,66684.39172948658,0.7170030723687458,155905.6260825687,429.45722985841854,145814.840278523,1116.5587595279753,66377.02809340927,879.9597631741362
7,23,5801.693520911917,0.4624878500172417,254.1714554307868,48080.90105293074,45720.48590877146,1.2169591175642456,143015.59504502517,360.81784768280806,134157.92283782657,2395.5919739409296,113511.12016079613,2308.5969558127263
