EngineID,Cycle,predicted_T4_K,predicted_P2_Pa,predicted_T2_K,predicted_P3_Pa,predicted_T3_K,predicted_RPM_rev_min,predicted_FuelFlow_kg_s,predicted_Thrust_N,predicted_TSFC_g_N_s,residual_T4_K,residual_P2_Pa,residual_T2_K,residual_P3_Pa,residual_T3_K,residual_RPM_rev_min,residual_FuelFlow_kg_s,residual_Thrust_N,residual_TSFC_g_N_s
1,11,1756.5133150604395,193597.50619130812,495.7988759818528,1581684.3659737934,223.97341130504367,1040.088025710947,0.06868104251230862,2774.501107355644,0.024754375599355234,-205.62742083604348,-2126.1618010762613,-71.2562233745794,-1402469.3040175945,1492.2671445834471,68315.68146861349,1.3049398077338639,59076.70219818638,-0.0028363385907487354
1,12,660.3528411128901,138860.77091973106,392.8273803831381,732897.1138652914,223.9499127358495,1029.4783852350638,0.018529879055499503,1665.3814334606286,0.01112650752746462,6.977799213230014,-1902.902005626791,-10.908318346911926,-608031.3685538813,598.4823941041651,57739.184621806526,0.35206770205449056,25102.156349443452,0.002644448362471281
1,13,2323.5421138834995,229980.72781732236,353.56841946247664,544598.6316644795,294.3254790751472,1029.1537739505134,0.0943174653208853,3177.887045922839,0.029679300729675895,2164.24267319243,1778.1618429129303,25.97530495004196,-320791.6755099265,4205.456134050037,38029.51132665244,1.7920318410968206,53083.38894301904,0.003964185283817208
1,14,852.5115952784237,686476.7910905861,617.3134169139332,5415190.729242211,282.49147170895185,1027.6824323439064,0.02291999891032935,1735.2243016456496,0.013208666388888466,-220.43176813717162,7793.227288124035,-65.52713332758287,-4759560.451390935,637.6947060800411,78093.79144386812,0.43547997929625765,32003.979093252005,0.00019269410363933516
1,15,1859.0347512309381,298761.2873377899,479.64254974689084,1871043.622798948,255.19461042050597,1035.9549280391625,0.07255067568676744,2810.562794126973,0.025813575785736318,-16.916789280248167,-4310.656600168266,-24.40606012136226,-1596209.5172394083,1800.55438077933,61513.80974719726,1.3784628380485813,58803.38265705879,-0.0020601808627741178
1,16,791.4922442716623,402650.7573327787,445.5043447910474,1667759.777908518,287.08220339975003,1037.0408181077494,0.02183059010194725,1807.019983116438,0.01208098986503602,168.42041964290922,-4960.920038107724,13.871555280156656,-1294979.8344165604,842.484099030204,47545.97374452621,0.41478121193699774,22858.555774198612,0.00529987028562348
1,17,531.3573982104888,100338.56654243491,289.23894020033,147285.50994188135,268.1406235568268,1019.9177983274574,0.012083560131961305,1440.8491859138005,0.008386415629126233,424.3569237338264,-498.6096921467106,18.027872248357824,-52971.322189075654,718.4291650883256,32956.79903652013,0.2295876425072648,14439.437025890304,0.007081273987528166
1,18,557.9503112234452,365320.72266730736,465.95413693000285,1877352.3528244002,269.81547515512796,1016.1687066865256,0.011283540406400824,1387.3578749932724,0.008133114468720294,-97.13566397213339,-3633.0727970178705,5.133640760649428,-1521344.8415359398,435.6847004508014,66436.55366597003,0.21438726772161565,20707.34285494136,0.0020914313305125058
1,19,1794.827925049602,233919.67012016816,455.12577902558496,1430682.2539329024,245.3869076971378,1022.6480254765936,0.07016961656214366,2629.8725860088093,0.026681755205728665,-352.35334937279845,-69.50945747332298,3.1643708486823243,-1205614.2456534442,1430.3539877975606,71110.9664589647,1.3332227146807294,64820.716844775925,-0.006138590963465064
1,20,627.368188260723,29422.59823709168,227.9726190946838,36935.903202699104,219.33046422509747,1008.8197463928287,0.01900222836860723,1468.242031300432,0.012942163460459464,653.7450801269019,-278.76185424524374,11.377566503776507,-9411.068612783267,1077.9022958516716,32355.11992782681,0.3610423390035374,19785.58802410615,0.005002856401141736
1,21,2454.5841597701747,523079.2793888362,544.838090744898,3521151.037743592,282.8802252659777,1033.5715237905592,0.09870970074842053,3309.9092528740043,0.02982247947212166,-349.8148376720069,4759.199581495894,-12.008439410754363,-3017589.469523046,2094.3046406515164,69854.31970903803,1.8754843142199902,74560.54657244553,-0.0043582744076321595
1,22,2169.884366620179,23168.180302067205,217.67402829276088,22913.56234842101,226.1873883601841,1017.4603866100799,0.09107564990995023,2996.1168642998036,0.030397896355499717,4032.1745138935303,177.00599310682446,-5.463847010286628,-830.7952137982174,6007.3416754434575,29250.760032326496,1.7304373482890545,44991.913226282195,0.0077301025246576845
1,23,1194.8198682368284,258047.77353289098,456.9054969634784,1543386.5935746857,248.74452930580603,1020.0037703634664,0.04194517443798826,2038.9411923944288,0.020572037386095466,-254.7030282951356,1149.9019307623967,3.5137703817422903,-1301575.7350090067,939.0655809137272,73573.1526423886,0.7969583143217769,48457.17284493232,-0.004102512187008165
1,24,474.6413238047725,74777.14141541699,303.3152566734499,241182.07347405684,218.63955082336318,1005.0026808800305,0.01103162345896782,1270.6592779796617,0.00868181081281523,7.1268734062378485,85.02129314829654,32.383281875194825,-169267.4960731262,403.7194468194501,53760.832938849206,0.20960084572038856,20847.377025689657,0.0012845604126801701
1,25,2353.17990796808,66479.57656237009,300.73700530620465,240466.96679336147,218.28935369753103,1003.3275904932116,0.09900314163473448,3013.3387376268056,0.032854965954709,95.34661757643289,2689.8103527098865,40.77271757530349,-175638.8148106657,2435.530200502909,57035.66163161823,1.881059691059955,73422.90153007247,-0.0074122628952259
1,26,2389.9767001467544,85635.7875890874,280.39152177409454,122619.85990771072,269.3355758926966,1026.3121263934206,0.09913816220008062,3245.884507935818,0.030542726322424316,3019.5367481105986,350.86805336484395,13.386474453458277,-41560.28197966558,5207.575871152032,32986.13323076808,1.8836250818015317,49066.09946886834,0.006808383409247984
1,27,2172.026304273188,464558.8930184514,577.9010763653133,3715062.577077473,266.13900247358094,1043.4494578850956,0.08570793877858038,3148.6533544225645,0.027220506397821132,-412.7802132242846,-3810.016933978768,-37.41010926972035,-3285238.422416819,1739.72799952703,71156.01425664223,1.6284508367930273,65577.81322983497,-0.0023539338324347313
1,28,694.2930289648134,107409.73521279007,320.29033407275006,332775.02604455,237.44410285505268,1028.1005207164478,0.020453371588537418,1690.0726389352271,0.012102066572371332,155.78904247068112,1764.9679013041314,37.71320167291964,-231160.51256450178,731.4715651841893,46920.75080558597,0.38861406018221095,23257.35605903888,0.004108167791067166
1,29,1141.0942993552599,63404.88606739336,264.61523173607696,53825.58886336741,275.1611327283325,1006.1810338891744,0.04065082301371788,1874.826799166101,0.02168244182971933,1791.6764901419083,-272.3545373424713,-7.336857753642903,7035.226422327891,2621.649631307786,29751.800134434816,0.7723656372606397,28467.38118169626,0.00570704829492957
1,30,1494.1141961847948,414272.7981652834,501.9854579475565,2487703.34421571,272.56615778214126,1020.5122255170106,0.054600608798116165,2297.13443113243,0.023769008926133862,-432.1080114916879,530.7440711726667,23.343032359791437,-2088524.9437552562,1093.7040642362444,77546.11306794344,1.0374115671642072,56879.07030263413,-0.0054049963289036634
2,1,1388.1932323961705,134989.85569014103,309.7872216202629,232504.83536657007,278.7952330814012,1003.9677066881216,0.05158022477370542,2071.2815623553242,0.02490256549913562,1453.8357481518296,-68.09109691320919,16.558578332187494,-103396.92228045703,2658.8460128315455,34901.76402309603,0.980024270700403,38147.78730438743,0.0006923030909255813
2,2,1242.2519835214905,306663.19931629446,455.22224111628293,1637770.9283774868,262.7538009483713,1021.7763850044021,0.04368590886223648,2091.482027288751,0.020887537302372996,-13.250129356202024,2357.941535983875,-19.707229843558252,-1348546.9219936093,1173.437063425476,60828.677500478814,0.8300322683824931,45581.76309328591,-0.0027632298624188957
2,3,1141.7147334073936,233585.82618773848,355.4175123824803,562596.3645221286,289.9200861664334,1014.5574529556272,0.039134771810012584,1928.269965756524,0.020295276338372425,741.4200486148907,3511.077444010036,24.88984716940456,-343034.8154790686,1711.18048747306,39573.53798663295,0.743560664390239,34357.54783062339,0.0014624042615397764
2,4,2363.513896921495,137589.97722777375,349.7303852587633,502413.6323073611,246.50109010957812,1025.7573231010633,0.09793286725220522,3216.2305760547374,0.030449579075992994,1010.7599486987197,-1798.0640944936022,7.393139840580318,-373125.152133041,3278.0137853786496,46637.48249893962,1.8607244777918992,63506.53449182951,-0.0008385843005630951
2,5,994.5243003351624,172213.58179537475,489.96793806159394,1473116.2065867963,215.1993128472053,1038.7574524334052,0.0333917111700292,2055.4087477346366,0.016245776518578985,-151.68224069403755,1974.0221605522966,-68.96943544599509,-1307805.6233228245,808.2760828545939,69223.4291952875,0.6344425122305548,38647.50537200173,7.308180018731486e-05
2,6,1635.7981641613326,280812.02425257897,389.45956635009685,919014.1722023914,284.50730538636543,1027.3115209881319,0.062071817831102404,2514.551566503366,0.02468504470457807,898.4903336969812,94.8825648528873,15.518614707588938,-652603.3427264229,2308.146247372427,43213.06873982276,1.1793645387909457,45280.644011535755,0.0013893082400789313
2,7,2287.449910996724,161710.027266143,351.5173028608474,529554.1456427651,259.3336717824254,1018.4768733290557,0.09389590749651178,3062.6868832207924,0.030658017315099696,955.6040917886321,-77.26053218753077,16.73278515711513,-377265.87137267017,3107.7609514818423,46701.9542889575,1.7840222424337238,62055.051181828734,-0.0018923919216793962
2,8,2159.8705615145686,124940.46759508936,338.2314697031283,438809.74437361455,243.5377090138635,1023.4899178379867,0.0886353842883019,3007.606864145905,0.029470402313858404,815.0165483181386,-461.3997747490648,23.117597108248333,-320189.86946270097,2914.173001742304,46469.59120750424,1.684072301477736,59721.21633454075,-0.0011108558924481059
2,9,2300.007045926927,46698.64476196455,256.10287898490566,91721.11337618675,226.2455087836891,1028.2513541307735,0.09673262349255503,3217.1660111588344,0.03006765058347474,2590.4422123170857,-810.0094854224444,16.007313908663832,-48405.94027207171,4709.796244811178,34930.06070128928,1.8379198463585456,50861.227041544975,0.004913008339963259
2,10,2261.8151072453365,612240.4199398293,551.6612544052607,3844830.3452921286,293.15773240300695,1025.5796388751241,0.08924436105419345,3040.6836098351105,0.029350097710110976,-224.11061249848785,-5855.007749876473,-35.679156969636665,-3268120.327625555,1988.9469278900735,66946.02184535773,1.6956428600296753,71464.46080023538,-0.005483582716405377
2,11,2225.6047799266457,148715.30246020682,321.6482726995663,313943.4477934375,276.44811819987535,1015.6726844257082,0.09072779557418295,2971.2827557407413,0.030534891167422567,1975.4184623961714,-616.4391645120922,22.1908470487989,-176458.16486644742,4026.2813134410208,38118.91886542248,1.7238281159094762,54121.210138892115,0.001609632873373932
2,12,1661.8940500889355,133793.8155008515,356.6753668521901,549639.8649641817,238.1347722448671,1006.8467113523905,0.06531124953839687,2374.6921042918425,0.027503038992026867,35.90765896017001,1091.3340227759618,26.493919651453098,-419498.8550865475,1646.2519370554546,57823.958438412395,1.2409137412295406,59065.60105918928,-0.006473076129526568
2,13,1161.625052188212,192113.0116665612,389.2285276888317,816932.3258475802,249.82167597072444,1041.7389359739632,0.04111335572950486,2239.65647432973,0.018356991887253152,422.57937360428195,-3247.280057854776,10.129481272093756,-632962.7790655801,1467.9863482034536,46217.42129123886,0.7811537588605924,34274.0555031131,0.004223998068590647
2,14,2371.36426294971,235411.56443591756,357.5880721986473,557539.7928262961,295.385410723686,1029.6939819497022,0.09647304874892496,3226.4007944755203,0.029901135938880614,2019.2581536647513,131.3585164428223,24.787950695088227,-335497.50719777367,4183.029442237714,37874.81373406319,1.8329879262295743,53138.23051889545,0.004338892363889388
2,15,1371.3776139524925,217430.57997459994,420.65663775562166,1065393.9961498422,249.0069450232972,1002.9730260960633,0.050607318043130387,2041.876621823241,0.02478470907705574,-185.12693477799326,-7254.478245379665,3.3183281414147245,-865125.3516831708,1163.1825710819323,67655.56374626538,0.9615390428194774,57262.36465091613,-0.0076540641055730385
2,16,1804.2118391079102,210191.19914068078,343.20237814212294,456358.25033475144,292.0497509504233,1010.0131884810867,0.07020620940046243,2504.256072820115,0.028034756573995723,1174.5157949666068,1473.1361894921283,34.640367539763645,-257417.35668915903,2808.7090062597345,40493.794545575176,1.3339179786087862,48482.220370087045,-0.0003919964382583241
2,17,653.259442044958,93732.41898947948,285.37698373773776,133825.63321956643,266.7773405108491,1040.0827928033511,0.0178813980134645,1758.4558883028014,0.01016880669706363,814.8006739027157,-123.85556778694445,3.032557934941849,-45660.79579607061,1175.9046870634804,29529.90582847307,0.3397465622558255,14656.280259700003,0.011392024518679269
2,18,2308.26850180815,112953.02676178586,313.95600301305376,296445.62458390807,253.38013252555868,1019.6648604269353,0.09550412658517098,3106.7311359727732,0.03074103371203602,1176.7994371627392,912.4267033701763,32.26411164943255,-187544.51015478195,3258.4814610402345,43729.16629679924,1.8145784051182485,59017.32327848257,-4.091327546482115e-05
2,19,1574.307498016031,720021.5807794919,651.3294163304811,6193760.891910174,282.1303818042114,1037.425648872515,0.056336329710050315,2500.983082926156,0.022525674041799865,-420.30523651507383,-7510.532743547228,-68.32163137770158,-5522055.264470969,1206.6743250329064,78344.39252541316,1.070390264490956,53585.70184730896,-0.0020886963603659638
2,20,1262.199785191797,360948.4643234984,448.1391832022814,1645378.35521136,278.29148116881873,1041.153905609422,0.04414645457474946,2294.4681475892085,0.019240386762890572,265.01620639391103,-2956.9531608684338,9.679903108491544,-1306353.0613953737,1398.1939415129705,49944.940457663906,0.8387826369202398,36339.22149897347,0.0037874254649339287
2,21,2301.2260730920266,200374.64973409212,402.2224546488643,943379.0572664699,252.22300333498842,1021.4972792289047,0.094224077955519,3099.4543513994277,0.03040021477102126,-105.93423525304206,-657.625676333555,20.98956540598914,-755869.2684717755,2161.395180329734,62970.83724187876,1.790257481154861,70746.34066322546,-0.0048565324203743605
2,22,1897.867113199095,480202.2342497271,540.7847610954993,3270113.4762269612,275.11532696369966,1036.5702149861893,0.07297281043080713,2825.158358478036,0.025829635429753008,-336.1677985950696,-712.9832533017034,-17.667801266371157,-2813677.9208941106,1572.1521655634933,68908.18290281059,1.3864833981853353,58919.42693079105,-0.002338447647979209
2,23,1424.1522827636938,101845.67317515094,316.1883120684334,302204.1204863568,238.7101689353012,1038.2534870036245,0.054617457380473744,2474.8840176457193,0.022068693721021177,742.8801277398936,-1091.3147650456522,29.236869700027057,-206422.48802639754,2043.5185685318866,41215.51216641745,1.037731690229001,37717.343228230675,0.004826181448370024
2,24,746.5469638142637,226276.97960078248,353.7365807906249,528061.1725259145,287.0366188311853,1026.7679152706382,0.020759331310279575,1682.865778911974,0.012335702330165118,312.83672474635375,-2016.7863654393295,34.86509555334749,-315885.80388245964,855.8587278310517,40434.897670091406,0.3944272948953119,21191.736594377664,0.0058950143220311835
2,25,567.052135179085,344226.4109151467,447.87169658705056,1670285.7268215974,270.98751348629474,1001.1038848446683,0.011871017494317956,1248.459198333042,0.00950853460823412,-164.219501859913,4844.313011617924,53.444236447665276,-1331922.9918475356,418.5483499817505,73348.74169588824,0.22554933239204114,22824.509740745387,0.0003899095817502807
2,26,937.9871996877937,135210.33569087772,319.18704516079697,303470.6759896464,263.14343737768473,1012.9408916352446,0.03095830820268498,1748.575080406146,0.017704877845733803,315.96535127477,-1397.190330918791,41.83565428359151,-177713.21576085794,1113.2153167692288,44023.02917088958,0.5882078558510146,30680.15288648957,0.0014292045186208961
2,27,803.0818475154589,81254.6999968587,285.09913115714727,168422.0578414505,243.0968323685051,1023.0069059798896,0.025739770803111767,1744.8644758611306,0.014751730669746485,353.287155865234,664.0514137521532,36.90715049822944,-90379.40716076404,1030.55182786292,40805.476178963545,0.4890556452591236,24918.84459887859,0.004666065112476914
2,28,2190.9112947089216,56310.49852763537,258.58404340345203,78236.93548490941,249.80891656038796,1026.0532767789744,0.09075998631839535,3075.7324941576508,0.029508413521264872,2525.096968228514,-10.370235722679354,11.095618522361349,-25396.043684749682,4371.323923290679,33662.132267208,1.7244397400495115,45893.90066917859,0.0068289947415143305
2,29,682.0399225014434,352638.9036509462,429.0082418882707,1371626.4754209134,283.2860141388284,1009.9671185408693,0.017027737020349595,1440.2259258156846,0.011822962436053765,-132.14620634663265,-1895.2381353857927,65.35504574275427,-1038744.2025054847,528.2306568767274,62995.95170096588,0.3235270033866423,24702.590812040635,0.0010691275962529355
2,30,2097.3373027194325,145414.15095592997,407.444613045299,844598.3206700778,228.76346675918998,1039.2564167822713,0.08545639210127207,3101.6920098481555,0.02755154020126441,-273.3326135497325,2078.464145276026,19.255496882083435,-705640.2996974348,1810.5223867362877,64324.229641712904,1.6236714499241693,62002.76463415737,-0.0013379124555248124
3,1,1668.6226000078384,63630.24904312917,293.73726008247684,207277.76159120354,216.78660976615453,1028.4619779989357,0.06709267151122292,2626.473210213816,0.02554477664204351,1073.450249892113,602.3933532090014,5.9614918743716885,-146879.83154466155,2633.8467236767146,42077.365462045775,1.2747607587132355,47080.96483681799,0.0014373072929659905
3,2,1131.0705172493847,150220.1106333914,377.2046554725388,673620.0108934859,236.49308945889385,1003.0327137735155,0.04029239149724846,1836.1749676801246,0.021943655809748355,72.0207131552254,-1316.8735282432463,2.1588840824699105,-535578.7609609065,1118.6563242220182,58066.76286156445,0.7655554384477208,47974.68703308891,-0.005429396279314654
3,3,620.0916078801181,83786.65205707602,303.931321079118,248536.02800098376,227.30672315947882,1031.4202478755587,0.01752457317075107,1664.6939421706088,0.010527204266689785,315.79999854758853,-339.8066593743424,20.284042213801285,-167555.89155022835,795.209406784026,39983.54733245918,0.33296689024427034,19757.685522563763,0.005730834793904115
3,4,2216.6878805208885,387446.8124091655,436.033265704663,1545665.6392897288,293.2822549173298,1029.3207660297398,0.088426576624911,3061.739192795618,0.02888115905919809,856.7110459485721,-856.0193815669627,9.270943109023278,-1183538.2156541704,2926.6773209830317,47568.35670654906,1.680104955873309,58548.66367772136,-0.00038199710108689083
3,5,1803.3809357972486,83420.12018293935,281.58598425557125,141501.37498621887,257.01657649869173,1005.2705253078994,0.07210577145838354,2494.8206822466655,0.028902186025430092,1963.4645400543882,-486.21667463965423,20.772795490131728,-62430.540018965185,3588.339928865529,34965.50307481727,1.3700096577092873,46095.76166271747,0.0006100660984790091
3,6,1823.5960064750698,162358.17519542953,353.0578412385659,538928.841249895,256.82819928223756,1027.065574621482,0.07225578979232884,2715.7715420613968,0.026605989742967608,1005.8025814949347,-748.3575743958063,12.694273362239699,-388213.8695331926,2735.683565608535,43497.36478916483,1.372860006054248,50151.15000110176,0.0008396672515129933
3,7,1240.702224726767,84272.66562978094,279.4660828286361,119220.40266419818,264.6695906059671,1001.4862012854759,0.04551963471200896,1925.2547070949379,0.023643435096800572,1566.0453405998503,549.4408373471815,10.930087049799681,-37404.70069645293,2568.843153043243,32843.72534238301,0.8648730595281703,34108.44713974005,0.001734526375209329
3,8,648.4738565282947,164225.36781211093,417.4313144065777,976705.7983585567,227.08426553763778,1015.347827253618,0.01758595297051635,1505.1973319465067,0.011683486674650403,-111.56794460517222,2198.5864494836133,-12.07123617864113,-819653.6506568018,496.41198194221965,69867.8656207612,0.33413310643981065,29563.070657109307,-0.0006044421777488037
3,9,955.5456769774701,284236.5154946468,465.63416106974637,1694587.7539174976,252.12213482368773,1025.0618700883274,0.03052708555770119,1861.1604120372967,0.01640217864095072,-74.98273902581388,-815.4381958647282,-15.433884038673057,-1432799.6103966695,810.1959643451169,65294.85453306302,0.5800146255963226,37561.77060840928,-0.0008980413641123189
3,10,2215.0751649317353,218221.0583405477,465.8099043400717,1453496.0269893988,239.7365512819557,1021.8373839284689,0.08992141026567271,3016.8020445981433,0.029806864665411218,-390.54091970234686,-2006.5489445486455,-30.375186030128816,-1250068.09199224,1794.0617404512113,72845.60655733281,1.7085067950477815,77861.02925322297,-0.007288167934860718
3,11,1374.035042819495,288508.3013981328,465.4886508708119,1715705.577090806,254.4628260614084,1011.1384818070801,0.050033983280463844,2112.0644836800775,0.023689609700402823,-265.37533621391776,-1782.34923588729,-17.776193932714307,-1442504.143022841,1077.9403701329277,72663.97467051563,0.9506456823288131,57474.30593759931,-0.006881244768560522
3,12,1186.0025512707296,357266.0428652257,427.5871028666311,1380094.3772717724,285.89380253881365,1007.6862270530834,0.04054027132808649,1887.6676970925632,0.02147638135172187,109.24640307960863,-5039.854527783056,24.012666465446443,-1044260.3491374117,1178.5175577557975,54746.31008291054,0.7702651552336434,43925.97630617212,-0.003870147769454671
3,13,963.3928094899612,38590.876029653635,241.89923554322712,59479.54202392552,223.3548038498987,1009.2310113770599,0.03443116186265043,1780.9333510236072,0.01933321190423034,994.4029410097331,-410.5040636434278,15.099071494718203,-22942.530611274306,1762.9836592116797,34552.93477555669,0.6541920753903583,29149.758441902868,0.002830834904685761
3,14,774.6203944227618,239225.35416400898,430.0702871699553,1226193.5009976167,250.05029720243942,1022.0689594760339,0.02253160923179735,1671.3217793962865,0.013481311324702655,-62.75493286837411,-2595.723505614791,-1.7739916710023067,-1002687.8452757844,681.9118561988312,62661.00791861053,0.42810057540414964,30588.955360601696,0.0005102689894579456
3,15,1841.2278244297815,244824.53310059351,446.5686664241239,1436602.3360519821,250.06643436283153,1001.3719876506951,0.07227115027018535,2459.142881910658,0.029388756058791297,-424.2582865905747,2605.617632167152,0.7326474585486835,-1203090.2128364425,1426.2989999998636,75250.73194429312,1.3731518551335218,74768.63074928602,-0.010727747407434197
3,16,2050.036822006971,253630.97213456835,420.8556897821646,1169266.593579319,263.51787929958977,1014.7632463405535,0.08185535799436264,2784.739623292787,0.02939425909326977,-73.8989174836313,-147.7220078666578,10.952511266543127,-927499.2184513254,1963.374312720066,62403.092269519184,1.5552518018928903,68560.97878283024,-0.006209648545535771
3,17,1655.558704034033,74263.23916223641,271.5969492657271,95207.18110889003,264.4428881374153,1010.3055742198868,0.06503458346872416,2403.7474115733507,0.027055498075879935,2058.7733869839785,-289.4139169457194,11.862789189865111,-25427.982665683943,3487.113644553639,32659.444173111497,1.235657085905759,39680.82325810776,0.0035069491017764645
3,18,2061.302384750904,258385.5896712458,452.5516791758115,1500283.1624952462,253.6308759340308,1027.4093579667474,0.08237832409842942,2921.6600616360624,0.028195725156437076,-238.3103728011456,1035.0001880365016,-0.141232007599001,-1249255.4429579645,1784.5765127543395,67205.25917496036,1.565188157870159,68061.11701357967,-0.004762233283804377
3,19,1274.065376865811,115247.55388040654,321.2995515491411,339885.4402351137,244.6255731779698,1032.2011239753222,0.047324379745307996,2268.498834659382,0.020861540249551776,646.995996996217,500.9820565486589,26.047264488321446,-228566.35902742227,1782.8084563204848,43001.851563955184,0.899163215160852,36769.15899094909,0.003330187311678022
3,20,2080.831758406031,237220.30428427795,460.532207096641,1467336.1680450924,245.97744559690358,1042.8990319127827,0.08347505944809916,3098.4915080898104,0.026940548079655933,27.192436679982166,-3548.108560807799,-8.365024187616996,-1243071.5079003526,2071.2127681204224,59382.98105835154,1.5860261295138842,60276.224478734555,-0.0005177086097898319
3,21,1686.0435197633947,89473.77474683743,285.60612556621214,151015.00719119437,260.41713940411597,1029.8538263376388,0.06644734243027407,2627.485111981869,0.02528933166062887,1903.737569531454,-10.05686412002251,21.897221211691885,-68343.12248463559,3436.5535319226474,33685.33827301433,1.2624995061752073,38868.56965059632,0.0065919349317529324
3,22,1811.2002560082656,114784.80639399216,311.64047869186777,277476.81719746575,255.85652520313542,1044.02515717395,0.07217541574460937,2883.759886631687,0.02502823348060101,1813.9925481260002,547.014670735065,26.849603534691767,-167329.92391086544,3409.5251114381076,35833.689851541996,1.371332899147578,41102.230061544644,0.007965458351628287
3,23,941.9282164415829,209488.6219822508,404.3129569077803,988582.0373802555,250.07751143399764,1003.0442166025814,0.030651291803682708,1643.468002099468,0.018650373335244035,-180.5302982658136,5304.038739655691,45.832527889580035,-786465.2721724706,776.3515815171172,68604.26552405565,0.5823745442699714,43086.370932803366,-0.004774138539449635
3,24,836.7908326300662,87137.47799308742,332.5031131699843,355350.3592254079,216.17096376191859,1007.8918382217732,0.027742939197257628,1633.7771661628851,0.016980858694711186,-83.93273941891107,-1060.352962819452,28.767749937685267,-273078.13974553306,726.5966090976119,63916.122365030344,0.5271158447478949,37973.792120367434,-0.0027997147945901853
3,25,732.4788650714335,167313.53194906874,379.35069035655255,727161.7289046693,241.2227206127282,1004.0222782297908,0.021442867989149385,1469.0801420808957,0.014596118601655309,-141.60789280232882,-1120.3188661831955,44.61355765964288,-570753.5514963139,573.8397699521918,66520.87367200284,0.4074144917938383,33647.35515477829,-0.0023544355575375094
