EngineID,Cycle,CompressorHealth_pct,CombustorHealth_pct,TurbineHealth_pct,OverallHealth_pct
4,9,86.75145133016368,38.990808720149175,100.0,75.24742001677095
4,10,100.0,100.0,38.51190761306819,79.50396920435607
4,11,89.30051098977309,37.246461530262515,100.0,75.51565750667854
4,12,94.37483816500924,63.960122021159705,100.0,86.11165339538964
4,13,88.82389233822482,28.773293810695318,99.79572403312184,72.464303394014
4,14,87.4030924319125,28.987441764822787,99.58695027032594,71.99249482235375
4,15,87.41441305277459,39.07828323096849,95.54811356337446,74.01360328237251
4,16,82.28330183997139,76.34717287416686,100.0,86.21015823804608
4,17,78.48221703637412,32.898471500479566,87.96599991647447,66.4488961511094
4,18,92.39041535847937,68.85783890504894,38.08446655752585,66.44424027368471
4,19,81.96727360772674,62.25826230492822,91.35042382088425,78.52531991117974
4,20,87.6472820335893,78.32824509787821,97.76151267904213,87.91234660350322
4,21,83.10403417261405,45.551618959234624,99.35443650234605,76.00336321139825
4,22,79.18278328843851,52.93228306528586,100.0,77.3716887845748
4,23,79.78365878564433,34.680735430840826,87.81830944818127,67.42756788822214
4,24,79.34313480511535,45.59286368606781,88.22403920179788,71.05334589766035
4,25,81.13124481724667,33.00506442108739,96.02221621276249,70.05284181703219
4,26,74.48182796330622,28.56720900113061,94.86012122075078,65.96971939506254
4,27,75.20317211340421,53.917385876720836,86.98976374084167,72.03677391032222
4,28,74.58979273082755,27.5173781337555,95.96519938619255,66.0241234169252
4,29,71.02466635247858,66.69444769529147,96.37607417894411,78.03172940890472
4,30,72.83336796012544,42.67258245550614,97.93301092637047,71.14632044733402
5,1,94.27006544830385,52.76212621106819,100.0,82.34406388645735
5,2,85.64326725563902,49.894642281622325,95.99932424998377,77.1790779290817
5,3,85.46064304866185,32.72898878755334,90.28086712533991,69.49016632051837
5,4,99.17761221667033,38.25498157349975,95.99916708035757,77.81058695684254
5,5,73.0529301548301,100.0,100.0,91.01764338494337
5,6,89.31415621389237,42.94327970572044,87.67931657491577,73.31225083150953
5,7,97.43863603945168,53.03285125203983,71.92248777374756,74.13132502174636
5,8,88.15868821487719,32.4874947598835,100.0,73.54872765825355
5,9,87.50392031635404,46.074672744253945,100.0,77.85953102020267
5,10,88.251828645743,82.26676905999331,36.50659278099252,69.00839682890961
5,11,88.13833305516702,40.43732773216241,100.0,76.19188692910981
5,12,86.0723521361575,36.30730583300487,100.0,74.12655265638746
5,13,88.03602758655116,40.83965781731838,100.0,76.29189513462318
5,14,82.08809999561808,43.47429882633209,86.58750566998211,70.71663483064408
5,15,78.00921565293734,61.25282099101752,78.24552736101629,72.50252133499039
5,16,87.59022525042518,33.63315627460354,100.0,73.74112717500957
5,17,77.62079985560894,100.0,100.0,92.54026661853631
5,18,84.40560645317099,57.694647008836164,100.0,80.70008448733572
5,19,82.84685910834581,38.92167092265342,100.0,73.9228433436664
5,20,81.6406822128986,52.16525421213258,99.63207668021293,77.81267103508138
5,21,80.31928478906782,28.710594693088158,100.0,69.676626494052
5,22,78.63784656997619,36.0923426728061,100.0,71.57672974759409
5,23,74.28402961269512,61.67236159656393,100.0,78.65213040308635
5,24,72.89579017216798,38.6430035072573,100.0,70.51293122647509
5,25,,100.0,,100.0
5,26,77.08749443689604,57.225302234530176,98.52170056338402,77.61149907827007
5,27,69.36238766461727,27.182230275692255,100.0,65.51487264676985
5,28,78.59610718358623,48.46697802978474,100.0,75.68769507112366
5,29,75.52748733508346,34.699343819878024,96.711746298118,68.97952581769316
5,30,70.89608821523375,26.246507378581104,100.0,65.71419853127162
6,1,91.55148667194489,33.76535307382931,91.22137048473515,72.17940341016977
6,2,94.82100340567071,31.248889328847596,100.0,75.3566309115061
6,3,90.4252162440628,33.51954383607347,92.23556708717084,72.06010905576903
6,4,100.0,43.393569030171626,97.34556679881902,80.24637860966355
6,5,84.6223820402819,61.113959210045074,84.5090102242348,76.74845049152059
6,6,94.77802130818515,72.95324863797842,48.15844604664942,71.963238664271
6,7,89.16755187765013,52.278346430181564,90.17163351109815,77.20584393964329
6,8,100.0,100.0,100.0,100.0
6,9,96.9092009011295,52.09914944291438,100.0,83.00278344801463
6,10,87.19537850582574,64.48992568545331,100.0,83.89510139709301
6,11,93.61016663927225,35.50146233073039,100.0,76.37054299000089
6,12,89.47384464204985,41.207528159874116,100.0,76.89379093397466
6,13,86.01566867295733,32.491268872679704,100.0,72.83564584854568
6,14,86.52053320951917,36.940698547285365,85.89671837091193,69.78598337590549
6,15,89.98045252188366,28.174870402443798,98.87450100374944,72.3432746426923
6,16,87.13167297905838,76.0493880043298,58.82450496182933,74.0018553150725
6,17,90.2191351232696,67.18843939692567,99.75652878095809,85.72136776705112
6,18,86.18087400181808,41.51574628764564,93.3276634593789,73.6747612496142
6,19,80.35735837108204,45.225601943211565,87.43917133101802,71.00737721510387
6,20,86.38572000106097,46.75340996014412,91.95593997543493,75.03168997888001
6,21,84.60809506305392,53.74524747746167,100.0,79.45111418017187
6,22,85.35179140073409,32.5382218623066,100.0,72.63000442101357
6,23,87.08183118981349,29.19199941955754,89.4062135307838,68.56001471338494
6,24,77.6823776062589,34.21361442515754,100.0,70.63199734380548
6,25,85.56351711104838,61.119634086026245,70.19982197122434,72.29432438943299
6,26,83.77376906609032,29.04128131071967,95.72556093137094,69.51353710272697
6,27,80.50212737778756,63.84214132125129,89.58791780940507,77.97739550281464
6,28,84.69252847972086,66.27216428430482,100.0,83.65489758800857
6,29,82.39422711126149,60.70487963809267,100.0,81.03303558311805
6,30,78.98787360263651,42.53216371162205,100.0,73.84001243808619
7,1,96.80568858424077,31.64814726525812,100.0,76.15127861649962
7,2,92.51031691921153,47.81777365825353,85.1988281412644,75.17563957290982
7,3,100.0,83.0374042440014,100.0,94.34580141466712
7,4,91.31048689485145,32.355042991183744,99.55464633557615,74.40672540720378
7,5,91.89304687244515,46.594863722966295,57.92615045405118,65.47135368315422
7,6,90.33960125871782,43.39633316366482,93.68447680339169,75.80680374192478
7,7,93.68852137315373,34.199151214293636,100.0,75.96255752914912
7,8,95.13926598117709,81.35623961918603,100.0,92.16516853345438
7,9,89.71208313789562,27.975823100490928,100.0,72.56263541279552
7,10,100.0,79.08230849961537,94.455236414908,91.17918163817444
7,11,94.81655936073636,41.79622071898271,61.51119635557445,66.04132547843118
7,12,94.35632060659302,30.619702935067533,99.6802815374285,74.88543502636303
7,13,95.06725964882416,93.32448530635928,100.0,96.13058165172781
7,14,83.94881147097163,99.96703934324063,100.0,94.63861693807075
7,15,92.89466218910466,35.3880975464738,98.06661316408069,75.44979096655305
7,16,90.05835691268103,41.56165141472302,69.2290444010689,66.94968424282432
7,17,85.28380785477829,41.93995238045118,96.79959616962942,74.67445213495296
7,18,88.32535265153902,45.64433244911142,86.65890270238218,73.54286260101088
7,19,87.52456575568334,59.699754616780695,100.0,82.40810679082135
7,20,78.86075550366422,28.321358846902346,100.0,69.06070478352218
7,21,96.9052606402098,94.88695767144677,0.0,63.930739437218854
7,22,83.33367610122949,41.83852656310278,100.0,75.05740088811076
7,23,93.03650345378291,58.553820709969365,77.5911120696675,76.3938120778066
7,24,85.64493079705417,73.30006744257734,78.57602920575664,79.17367581512939
7,25,80.67508476449306,31.121909852070186,91.18910318729198,67.66203260128508
7,26,80.00722089904187,49.63562586682569,76.00612889884462,68.54965855490406
7,27,84.83616892788429,26.99226778468885,97.3213513493139,69.71659602062901
7,28,100.0,77.2710419109293,76.21610126588128,84.49571439227019
7,29,84.08450417200832,64.59226335381958,69.01067562430343,72.56248105004379
7,30,80.73778311927695,58.70156591281004,100.0,79.813116344029
8,1,98.49200058971431,37.76679209274871,98.4681255130801,78.24230606518104
8,2,98.47517063344766,74.17514414525945,100.0,90.88343825956905
8,3,90.79562333307375,27.694922490766206,100.0,72.83018194127999
8,4,92.85183062817327,33.71656202936578,97.25493050806317,74.60777438853408
8,5,82.18503707844876,92.38263159473192,40.02166879160941,71.52977915493003
8,6,98.17654259289947,43.797847396164094,100.0,80.65812999635452
8,7,92.75470089054416,36.65497662728465,93.30379683876585,74.23782478553154
8,8,93.55739390287681,48.05621887862787,100.0,80.53787092716823
8,9,92.53251475602416,38.30117680981888,100.0,76.944563855281
8,10,80.86154374610959,99.19149461829734,47.93609397364859,75.9963774460185
8,11,80.21854370948654,56.91345850435555,100.0,79.04400073794737
8,12,87.07278924189859,40.40658553811038,100.0,75.826458260003
8,13,83.21981708361237,41.4812359463541,80.19545247041341,68.2988351667933
8,14,97.46997258919455,81.37255683033591,31.4985214180813,70.11368361253726
8,15,86.87279306022589,51.76816874364106,97.7930493407868,78.81133704821792
8,16,82.53632454685773,41.34238701826578,94.56274701570096,72.81381952694149
8,17,74.4936082073727,71.90550237755697,100.0,82.13303686164322
8,18,79.15809816111141,86.77746111874322,99.81420495869021,88.58325474618162
8,19,84.23509702609735,28.30667732324873,98.54597489393983,70.36258308109531
8,20,82.68690575882646,64.04804261698439,90.14101467819937,78.95865435133675
8,21,83.6471215946934,49.652315913473835,100.0,77.76647916938909
8,22,80.21350746881014,27.55293674481298,100.0,69.25548140454104
8,23,82.12146612962718,68.75555955101235,100.0,83.62567522687984
8,24,80.73294065838395,39.02119119264901,100.0,73.25137728367766
8,25,73.24640445339882,28.73693749599094,100.0,67.3277806497966
8,26,76.59672940458756,45.58840499399629,63.398565408815614,61.86123326913315
8,27,79.79115043404941,33.559456563280484,100.0,71.11686899910997
8,28,72.55188490815159,26.682912145066656,100.0,66.41159901773942
8,29,70.18902721441255,47.059221636710674,100.0,72.4160829503744
8,30,77.42499535515381,60.112818701463425,100.0,79.17927135220575
9,1,98.89850281914053,33.15519355031897,100.0,77.35123212315317
9,2,90.58591893771128,37.15945109080786,100.0,75.91512334283972
9,3,93.16685754098485,33.00813407053926,100.0,75.39166387050804
9,4,50.14419247320924,100.0,,75.07209623660462
9,5,85.03150745348465,49.82290695435749,63.90809659117112,66.25417033300442
9,6,89.54961246718815,100.0,100.0,96.51653748906271
9,7,93.44602712456009,91.2980018664535,100.0,94.91467633033785
9,8,91.54111257669813,64.6652958785825,100.0,85.4021361517602
9,9,90.2042941320591,30.308356441188888,100.0,73.50421685774933
9,10,95.32609967910933,28.176843389294604,94.79384294197345,72.76559533679246
9,11,90.68854655418744,45.348027482506296,100.0,78.67885801223125
9,12,98.7939800341792,86.88970803249939,0.0,61.89456268889287
9,13,85.09676667127655,31.50555913995796,100.0,72.20077527041151
9,14,88.08555061095493,30.500192548259285,100.0,72.86191438640473
9,15,93.30547765971669,69.7581217791659,76.23006566902477,79.76455503596912
9,16,89.47641855187459,27.29934548054863,94.97340640924672,70.58305681388998
9,17,89.24823924971548,31.85449387370427,100.0,73.70091104113992
9,18,81.85764894566191,32.03480109760244,83.32899338456316,65.74048114260917
9,19,83.37598510273551,47.440722773757976,100.0,76.93890262549783
9,20,87.29423765514784,55.653548288012935,100.0,80.98259531438693
9,21,84.09283758685325,37.00403642238166,100.0,73.6989580030783
9,22,81.39541715093824,39.24146921190662,100.0,73.54562878761494
9,23,79.32344853547477,32.02522067370994,100.0,70.44955640306158
9,24,84.69693921645032,53.31221845404258,100.0,79.3363858901643
9,25,87.85688935994511,92.75432654776374,87.54628739426434,89.38583443399106
9,26,80.1279182377121,25.636014832069044,96.44282810421066,67.40225372466394
9,27,80.62149255445587,62.59605309425038,100.0,81.07251521623542
9,28,78.30260498490766,28.635220674625568,100.0,68.97927521984441
9,29,76.36372402276153,43.351656417148114,100.0,73.23846014663654
9,30,76.82323908478335,29.819482995331757,100.0,68.88090736003836
10,1,98.30523532546893,29.37294375142634,100.0,75.89272635896509
10,2,90.58728579021358,51.20361619630233,95.11796501982194,78.96962233544595
10,3,98.11276505090328,29.31222570210657,97.33076293270494,74.91858456190494
10,4,97.21913339581648,98.1662848395928,0.0,65.12847274513643
10,5,90.33488474133775,61.21249063907598,93.31866847655564,81.62201461898978
10,6,100.0,100.0,0.0,66.66666666666667
10,7,97.22601126700276,56.647130230387596,58.37014117109488,70.74776088949507
10,8,93.8417843109181,29.707639841275824,100.0,74.51647471739797
10,9,86.35146700021814,43.27791177245316,96.31345308185143,75.31427728484091
10,10,88.2045867152641,32.42025357745587,91.5057407064382,70.71019366638605
10,11,100.0,94.10806875389284,100.0,98.03602291796427
10,12,85.80556489711574,46.954286362481234,100.0,77.58661708653233
10,13,98.1335914116494,70.45853778135424,9.601393552350407,59.39784091511802
10,14,85.66648398428272,29.4648157676967,97.46845394579779,70.86658456592573
10,15,100.0,100.0,,100.0
10,16,88.01583858948732,40.45876512064975,93.20782399949599,73.89414256987769
10,17,88.39824291361545,65.69615634906926,76.56314415353279,76.88584780540583
10,18,74.57562893734546,36.94641186499679,96.64177148138893,69.38793742791039
10,19,76.95008311373374,86.44545254561194,100.0,87.79851188644857
10,20,86.37609385545719,63.4802977207622,85.807153999466,78.55451519189512
10,21,85.94451553967347,51.561860209043644,100.0,79.16879191623904
10,22,100.0,100.0,95.61388032152381,98.53796010717461
10,23,80.73545487093898,31.846539618230917,99.86509377900083,70.81569608939024
10,24,78.42193551059067,40.71192778308907,95.7097547302256,71.61453934130178
10,25,75.20097323355415,34.88721867939538,92.23629552154871,67.44149581149941
10,26,90.77876162829916,78.24254842604988,3.9376900092466784,57.65300002119857
10,27,76.83209261223179,29.318663875115686,96.95964650298659,67.7034676634447
10,28,75.25593829328301,70.12053070221405,83.27348776238239,76.21665225262649
10,29,80.86915521679133,75.59574094896762,55.282142614862394,70.5823462602071
10,30,72.67923935090214,63.209353236930035,64.29580397450358,66.72813218744524
