EngineID,Cycle,overall_pressure_ratio,compressor_temperature_ratio,turbine_expansion_ratio,brayton_thermal_efficiency,compressor_work_j_kg,turbine_work_j_kg,net_work_j_kg,heat_added_j_kg,heat_rejected_j_kg,tsfc_kg_per_n_s,thrust_n,specific_thrust_n_s_per_kg,fuel_air_ratio,mass_flow_rate_kg_s
1,13,2.349850020695541,1.3319278732763236,1.070438908508928,0.21733129099220072,95142.5866378056,12067.477155556593,-83075.109482249,4144502.587047997,4227577.696530246,3.3528377614266456e-05,56261.27598894188,5626.127598894188,0.1886349306417706,10.0
1,14,7.799833761924506,1.949650430738768,3.813913072016377,0.44521619155664094,270265.4582711867,289711.3133327871,19445.855061600392,370452.1505379884,351006.29547638807,1.3586567911556276e-05,33739.20339489765,3373.9203394897654,0.0458399978206587,10.0
1,15,6.354354270228048,1.8493409199161672,1.4339953981618037,0.41161581864859476,209952.5315170861,214527.66892267877,4575.137405592657,1607230.0791281895,1602654.9417225968,2.3550082746850357e-05,61613.94545118576,6161.394545118576,0.1451013513735349,10.0
1,16,4.193619302051161,1.601704308704206,1.6851110194141559,0.33713146244726644,173577.47954606294,170642.64384535697,-2934.8357007059676,674097.3146173424,677032.1503180484,1.7701261317991306e-05,24665.57575731505,2466.557575731505,0.0436611802038945,10.0
1,17,1.4752160817010227,1.1545630173811754,1.1444826619119912,0.10552952343970468,41336.269152239234,31007.00331223958,-10329.265839999654,682639.1523148313,692968.4181548309,1.5218315300865768e-05,15880.286211804105,1588.0286211804105,0.02416712026392261,10.0
1,18,5.1905348537548,1.7527235551647904,4.24159723458549,0.3764791887822079,203322.64556830455,245906.56090929138,42583.91534098683,235582.16537556957,192998.25003458274,1.0213797909571603e-05,22094.70072993463,2209.470072993463,0.02256708081280165,10.0
1,19,6.117944284829963,1.9025519980400492,1.6833944502672418,0.40516466134937346,218254.35865354564,234174.03727079768,15919.678617252037,1222188.254621782,1206268.5760045303,2.0806227834124143e-05,67450.58943078473,6745.058943078473,0.1403392331242873,10.0
1,20,1.2673658579979863,1.090643363224099,1.0660495287678857,0.06568662184240548,19959.149550355487,16173.58726500303,-3785.5622853524565,1061432.7340094475,1065218.2962948,1.7881227354383042e-05,21253.830055406583,2125.3830055406584,0.03800445673721446,10.0
1,21,6.67088736049026,1.955524554955351,1.5403154587884826,0.41977624864409946,261724.16939442878,273847.48169491027,12123.312300481484,1854049.970068906,1841926.6577684244,2.53522853313837e-05,77870.45582531953,7787.045582531953,0.19741940149684106,10.0
1,22,0.9815112228578683,0.9538661068033014,1.0088689296462605,-0.005365711849417032,-10298.169419454885,31576.238955202658,41874.40837465754,6041610.946727161,5999736.538352503,3.79576530805854e-05,47988.030090582,4798.8030090582,0.18215129981990047,10.0
1,23,5.954476986778035,1.8852341886045165,2.315617766173019,0.4005375895696559,217075.1742279058,248701.2709050548,31626.096677148977,730350.9976860471,698724.9010088983,1.6613228656360514e-05,50496.11403732675,5049.611403732675,0.08389034887597652,10.0
1,24,3.221681885052757,1.5243884293048606,2.4851355229061434,0.2850002112515426,115867.55499831837,141062.58527421503,25195.030275896657,287622.4143508721,262427.38407497545,9.975228639205826e-06,22118.03630366932,2211.803630366932,0.02206324691793564,10.0
1,25,3.4764941185409874,1.6278751226301384,1.2136789742742864,0.3004179484218452,132143.3853160691,205951.21957146475,73807.83425539566,2319723.33841582,2245915.504160424,2.5904764883254368e-05,76436.24026769928,7643.624026769928,0.19800628326946895,10.0
1,26,1.4260335977897063,1.12095894148749,1.0109830372389628,0.0967868629433013,31847.791902833727,67710.9320367693,35863.14013393557,5207199.073268717,5171335.933134781,3.7902658115218806e-05,52311.98397680416,5231.198397680416,0.19827632440016124,10.0
1,27,8.063096341436028,2.0936296985024216,1.7244837587665178,0.45047799813014877,283618.73913750326,247745.6023244373,-35873.13681306597,1472058.7439174147,1507931.880730481,2.4941756222401987e-05,68726.46658425753,6872.646658425753,0.17141587755716076,10.0
1,28,3.0480964596421196,1.5167832711825053,1.6047055214031989,0.27359078159008476,122437.17942559459,119283.4867675904,-3153.692658004191,613224.9745128286,616378.6671708327,1.6397178110943646e-05,24947.42869797411,2494.742869797411,0.040906743177074836,10.0
1,29,0.8525808732657362,0.9391613652341583,0.9830874656323105,-0.04680919900952207,-16751.80575793714,-36144.23984843987,-19392.43409050273,2653054.0668599852,2672446.500950488,2.6794901043033806e-05,30342.20798086236,3034.220798086236,0.08130164602743575,10.0
1,30,5.997304967076706,1.9625423785957894,2.462220453464639,0.40179004868463786,258925.46750736822,305769.11905680253,46843.65154943432,845101.5596315523,798257.9080821179,1.8453568978870486e-05,59176.20473376656,5917.620473376655,0.10920121759623233,10.0
2,1,1.7232567041169595,1.1666320491472946,1.0839674205006409,0.14452640997313482,46857.42456139248,96114.60003003437,49257.17546864189,2625014.8596600303,2575757.6841913885,2.564963646702285e-05,40219.06886674275,4021.9068866742755,0.10316044954741084,10.0
2,2,5.299866940690611,1.6702530714155084,1.6151361102790174,0.38019285238530554,175565.56884696617,208135.61523966436,32570.04639269819,1005247.7403653065,972677.6939726083,1.8327222638923173e-05,47673.24512057466,4767.324512057467,0.08737181772447296,10.0
2,3,2.3728541195794595,1.3271400002992642,1.1840713544198136,0.2195147914181238,94299.55919117588,118662.66795951744,24363.108768341554,1630367.9597082399,1606004.8509398985,2.157028513432975e-05,36285.81779637992,3628.5817796379915,0.07826954362002517,10.0
2,4,3.6998788861177667,1.5118167792179913,1.1358844389868032,0.3128653925794167,121368.11568553568,150820.14120049094,29452.025514955254,3179600.2138865218,3150148.188371567,2.9355158513759907e-05,66722.76506788425,6672.276506788425,0.19586573450441044,10.0
2,5,8.457066824109505,1.9789118958102558,2.1250751388515225,0.45783486729753275,208933.28458683603,181220.71372069677,-27712.570866139256,604436.0080280825,632148.5788942219,1.6407528498721393e-05,40702.91411973637,4070.291411973637,0.0667834223400584,10.0
2,6,3.2715969237441387,1.460049831887476,1.1883775517316242,0.28821139376881666,128307.13395287542,58686.04999988858,-69621.08395298684,2199707.110120851,2269328.194073838,2.597408257478628e-05,47795.19557803912,4779.519557803912,0.12414363566220481,10.0
2,7,3.276279657542467,1.4637220202157903,1.1308321045037593,0.288499034519893,117164.45608799119,124571.25466440762,7406.798576416433,3011673.3119909405,3004266.513414524,2.8838811140127204e-05,65117.738065049525,6511.7738065049525,0.18779181499302355,10.0
2,8,3.525168946532805,1.561245358701525,1.14244090417194,0.3032622065975542,130392.53818918606,183517.0663718112,53124.528182625145,2806968.481198699,2753843.953016074,2.8259858791726106e-05,62728.82319868666,6272.882319868666,0.1772707685766038,10.0
2,9,1.9987762290911675,1.2471751399022732,1.0195740890779155,0.18011145111101323,54110.24430066514,45745.744898431985,-8364.499402233152,4679608.381987531,4687972.881389764,3.57749622472255e-05,54078.39305270381,5407.839305270381,0.19346524698511006,10.0
2,10,6.340571966278963,1.8119646703883152,1.5203533051628708,0.41124873095323566,232570.15728058876,245829.18502157475,13259.027740986,1776449.1660842798,1763190.1383432937,2.395656347244949e-05,74505.14441007048,7450.514441007048,0.1784887221083869,10.0
2,11,2.1198234801209574,1.2722215091413305,1.064533785788718,0.19386962987849643,73938.99482174375,102212.95288428052,28273.958062536767,3978615.968571902,3950342.010509365,3.1782740943411174e-05,57092.49289463286,5709.249289463286,0.1814555911483659,10.0
2,12,4.074873082065293,1.6610442977085675,1.3911043259579197,0.33161825644529874,153053.8725041304,187275.51969623746,34221.64719210705,1506773.1739034138,1472551.526711307,2.1260070932479396e-05,61440.29316348112,6144.029316348112,0.13062249907679374,10.0
2,13,4.325466133475751,1.6260906276349403,1.3200602451781747,0.3429869673095034,154395.574337699,134152.30782629264,-20243.26651140637,1323864.884156565,1344108.1506679712,2.2519406273951858e-05,36513.71197744283,3651.3711977442827,0.08222671145900971,10.0
2,14,2.3670411568215997,1.298313486005232,1.0660805216377793,0.21896482503840253,88380.40833151319,88313.91434507661,-66.49398643657332,4120368.877373328,4120435.371359764,3.423176786611549e-05,56364.63131337097,5636.463131337097,0.1929460974978499,10.0
2,15,5.069053938027832,1.7155671892994395,1.7738411235375902,0.37220796962807623,177557.91283983656,226854.8241281703,49296.91128833374,992220.9082500917,942923.996961758,1.7067014755449966e-05,59304.241272739375,5930.424127273937,0.10121463608626077,10.0
2,16,2.156046977035045,1.337303395935153,1.137609229831297,0.19776841148722457,95862.04655714206,122748.28986481155,26886.243307669487,2738918.361745302,2712032.118437633,2.7539149318967688e-05,50986.47644290716,5098.647644290716,0.14041241880092487,10.0
2,17,1.429630242445897,1.0772170406101707,0.9761921169880584,0.09743978950617904,20773.59735776405,-25500.638379052532,-46274.23573681658,1159846.4321207402,1206120.6678575566,2.178700632436318e-05,16414.736148002805,1641.4736148002805,0.035762796026929,10.0
2,18,2.6034729196825563,1.4131543945875964,1.1385369477599347,0.24000203437311884,101634.13372833855,26902.738192827415,-74731.39553551114,3178529.5886993073,3253260.9842348183,3.074626325835829e-05,62124.05441445534,6212.405441445534,0.19100825317034195,10.0
2,19,8.692862951365369,2.098484380127826,2.4078117954255203,0.4622041437209522,306832.9974004672,336610.9077971804,29777.91039671318,910689.6571476382,880911.7467509251,2.0089021050228133e-05,56086.68493023512,5608.6684930235115,0.11267265942010063,10.0
2,20,4.596137908040758,1.6594149572442958,1.5086776465056542,0.3543417746668548,182884.23677137587,150054.65200570654,-32829.58476566934,1225077.0413770468,1257906.6261427163,2.285386406456121e-05,38633.68964656268,3863.368964656268,0.08829290914949892,10.0
2,21,4.723578581832077,1.7447289787114437,1.4038427593896847,0.35936752104572667,181375.3527795875,219207.87054584513,37832.51776625763,1998442.721129484,1960610.2033632263,2.5519145114994908e-05,73845.79501462489,7384.579501462489,0.188448155911038,10.0
2,22,6.819993293762783,1.9594219395464945,1.8263085895197555,0.4234457115899122,257420.26142770392,286993.49836267857,29573.236934974644,1330759.598291332,1301186.3613563573,2.3636991029718503e-05,61744.58528926909,6174.458528926909,0.14594562086161425,10.0
2,23,2.9994148665636966,1.4712195122295362,1.1654097274910833,0.2702259121217825,111050.68759298114,115627.22414852826,4576.536555547122,1944048.2589102518,1939471.7223547047,2.717811931463805e-05,40192.22724587639,4019.2227245876393,0.10923491476094749,10.0
2,24,2.354680805843044,1.3453611661269824,1.4283986389409096,0.21779333074053298,100337.85437423119,83998.71304438432,-16339.141329846869,758692.8460594245,775031.9873892714,1.815055052893069e-05,22874.60237328964,2287.460237328964,0.04151866262055915,10.0
2,25,4.784949330703611,1.8665243086850807,6.750361716961065,0.3617565509952093,233906.8046081708,288148.8124848736,54242.00787670279,189168.95150496624,134926.94362826346,9.862528817579578e-06,24072.96893907843,2407.296893907843,0.02374203498863591,10.0
2,26,2.2678689389843334,1.3647787949026977,1.3728291813157916,0.2093276964126799,96940.95532399714,122972.75279420405,26031.797470206904,1020035.4754075061,994003.6779372992,1.9093137562650136e-05,32428.727966895716,3242.8727966895717,0.06191661640536996,10.0
2,27,2.0559646593885335,1.346112336757762,1.2904592100251326,0.18674959140176395,83120.15236983767,117741.31943785171,34621.16706801404,955388.4475389305,920767.2804709165,1.9306969432468597e-05,26663.70907473972,2666.370907473972,0.05147954160622353,10.0
2,28,1.3896404476958868,1.111658441681892,1.003246490120209,0.09005743312752124,27195.041942843927,-95252.21229948319,-122447.25424232712,4368734.583008656,4491181.837250983,3.706786449294772e-05,48969.63316333624,4896.963316333624,0.1815199726367907,10.0
2,29,3.9106236556111447,1.7108955649626127,4.109296235850476,0.32371858688257105,206572.00725677624,263098.7592233051,56526.75196652886,318942.43261780124,262415.6806512724,1.3026704192660649e-05,26142.81673785632,2614.281673785632,0.03405547404069919,10.0
2,30,5.7263770127781255,1.897538609331831,1.5716515319833402,0.3937273981739753,202523.03336613593,216020.60798143968,13497.574615303747,1618124.622461783,1604627.047846479,2.625208672535337e-05,65104.45664400553,6510.445664400553,0.17091278420254413,10.0
3,1,3.226984814235514,1.4124633759072318,1.1174543391202938,0.28532112925588093,87799.65299887878,108910.92279866434,21111.269799785558,2559169.139651388,2538057.8698516022,2.6995022937107195e-05,49707.43804703181,4970.743804703181,0.13418534302244584,10.0
3,2,4.523877546179929,1.6228234039127518,1.5216717186847604,0.35135895155423824,146136.6817742115,152622.9308697199,6486.249095508392,979409.9653272467,972923.7162317382,1.6178154675029068e-05,49810.86200076903,4981.086200076903,0.08058478299449692,10.0
3,3,2.9783753575881615,1.4367945662382016,1.362933419126981,0.2687352100732513,98911.75371928602,86930.58857766287,-11981.165141623147,700768.0294841422,712749.1946257653,1.63609959384765e-05,21422.37946473437,2142.237946473437,0.03504914634150214,10.0
3,4,3.9981956817564055,1.5543335901168094,1.15835973664777,0.3279953072196733,159742.5129051646,147419.2270160388,-12323.285889125778,2790909.777215954,2803233.06310508,2.87050798258054e-05,61610.40287051698,6161.040287051697,0.176853153249822,10.0
3,5,1.706194559768406,1.2155869842428073,1.049043020544273,0.14207685690062555,53852.52326044562,78845.63390844491,24993.110647999296,3558097.548164171,3533104.437516172,2.967890812523118e-05,48590.58234496414,4859.058234496414,0.14421154291676708,10.0
3,6,3.3347531058642366,1.4591903081275874,1.161506793623335,0.292099309716347,115587.6760269853,163807.18841382494,48219.51238683965,2637935.9477615347,2589716.4353746953,2.7334971541074376e-05,52866.92154316316,5286.692154316316,0.14451157958465768,10.0
3,7,1.4055345667511894,1.1025743849992808,1.0602611341386645,0.09302788730531097,27141.40473170619,26889.365561127728,-252.03917057846047,2554916.331678691,2555168.3708492694,2.5265033776154846e-05,36033.701846834985,3603.3701846834983,0.09103926942401792,10.0
3,8,5.868781346363851,1.8002513820395778,2.9603160741721806,0.39799471292098376,180827.17954460406,187248.60858517984,6421.429040575778,319258.5235205194,312837.0944799436,1.1320845421258257e-05,31068.267989055814,3106.826798905581,0.0351719059410327,10.0
3,9,5.979046336525867,1.8150407770932508,2.127091272963261,0.4012522956988839,203013.76681366685,182521.29132654864,-20492.47548711821,614698.0068813158,635190.482368434,1.5486969013982455e-05,39422.93102044657,3942.293102044657,0.06105417111540238,10.0
3,10,6.722472192313912,1.8653464629919554,1.4838925190559622,0.42100763394923457,202745.92561342468,210035.73260792712,7289.806994502433,1604257.7295364954,1596967.922541993,2.22363554568e-05,80877.8312978211,8087.78312978211,0.17984282053134543,10.0
3,11,5.983781949810962,1.8135829514580735,1.9846351450801547,0.4013892331545327,201697.47830458157,224691.83071835863,22994.35241377706,888440.5181506089,865446.1657368318,1.679376774477802e-05,59586.37042127939,5958.637042127939,0.10006796656092769,10.0
3,12,3.9182049006236954,1.5887418972380398,1.626412022793111,0.32409342093253324,168299.3122409077,170122.16020019082,1822.8479592831281,1018557.845453555,1016734.9974942718,1.7697902976326263e-05,45813.64400326468,4581.364400326468,0.08108054265617298,10.0
3,13,1.5578565362557688,1.167450999525022,1.0782989461115482,0.11937549836400252,36987.82303686375,28640.109217786172,-8347.71381907758,1735241.205118002,1743588.9189370796,2.2263428243479818e-05,30930.691792926475,3093.0691792926473,0.06886232372530086,10.0
3,14,5.181910218030925,1.722699878216306,2.3972998191237083,0.37616595502411554,180425.9174360746,221013.98779615192,40588.07036007731,505764.9837336151,465176.9133735377,1.3968639596007363e-05,32260.277139997983,3226.0277139997984,0.0450632184635947,10.0
3,15,5.806092474168996,1.8561165606506445,1.7309949941792033,0.3961806468488491,207144.78632571176,260440.9567771612,53296.170451449434,1234015.8027492631,1180719.6322978137,1.8716362487754262e-05,77227.77363119667,7722.777363119667,0.1445423005403707,10.0
3,16,4.612796281390861,1.6612038125812627,1.4337810412199443,0.3550082043768328,172639.68143708678,251875.35592278818,79235.6744857014,1803109.4249734369,1723873.7504877355,2.2946116409793602e-05,71345.71840612302,7134.571840612302,0.16371071598872527,10.0
3,17,1.2870387707164177,1.1194633228418012,0.9985490137605115,0.06982328090247913,30387.391051506784,37394.30828712111,7006.917235614324,3483922.7900934736,3476915.872857859,3.0906616098891026e-05,42084.57066968111,4208.457066968111,0.13006916693744833,10.0
3,18,5.783207737323571,1.838593635517317,1.5762969441511319,0.39550106058559054,207196.48980569144,216101.23877798454,8904.748972293106,1592324.34366927,1583419.5946969772,2.3210792108383862e-05,70982.77707521574,7098.277707521574,0.16475664819685884,10.0
3,19,2.9364124347995144,1.4581377979811039,1.2375941118159177,0.26578012683948626,109562.75489858756,106790.36407586592,-2772.3908227216452,1686684.6477720754,1689457.038594797,2.424550159065306e-05,39037.65782560847,3903.7657825608467,0.09464875949061599,10.0
3,20,6.279464116396422,1.8843663887297892,1.398648382834553,0.4095925422372977,213032.4051831365,209976.59173658167,-3055.813446554821,1872250.483524437,1875306.2969709919,2.6343332083871955e-05,63374.71598682437,6337.471598682437,0.16695011889619832,10.0
3,21,1.6880028101354754,1.1991423906643073,1.0041618453993364,0.13943708081402628,51292.14665571842,107661.55430374424,56369.40764802582,3404391.672261899,3348022.264613873,3.202586019825545e-05,41496.05476257819,4149.605476257819,0.13289468486054815,10.0
3,22,2.405899903737222,1.3440823562569957,1.052812735644919,0.2226070121239514,87018.54256381241,40358.47276911154,-46660.069794700874,3340934.628576779,3387594.6983714793,3.281745657180635e-05,43985.98994817633,4398.598994817633,0.14435083148921873,10.0
3,23,4.602494489605394,1.8092003027340857,2.6064511432023796,0.3545835021312238,202170.97501467934,266129.7855926102,63958.81057793085,578672.4267758153,514713.61619788443,1.370507586592958e-05,44729.83893490284,4472.983893490284,0.061302583607365416,10.0
3,24,4.128278669860933,1.666107879658629,2.231708175477419,0.3340624957095468,144909.25743162865,190532.20141162456,45622.94397999591,583403.4637332355,537780.5197532396,1.4008907740113405e-05,39607.56928653032,3960.756928653032,0.055485878394515256,10.0
3,25,4.375399665340196,1.7892853689281845,3.042415841904599,0.34513434157398026,187745.8958630618,225063.95874981667,37318.062886754866,392620.19989520236,355302.13700844743,1.2212440020110605e-05,35116.435296859185,3511.6435296859186,0.04288573597829877,10.0
3,26,4.714054038899955,1.7734843199656471,1.282307586259396,0.3590026914843688,191721.54527458348,156235.31822408442,-35486.22705049906,2484971.8988315375,2520458.1258820365,2.9969881535136863e-05,66659.97896784141,6665.997896784141,0.1997791672800922,10.0
3,27,5.575587588491177,1.9184102192516859,3.5031919364037414,0.3890391060177174,194109.22921372033,240897.4142108734,46788.18499715306,393987.72448156,347199.53948440694,1.4481874746038632e-05,30301.66311649497,3030.166311649497,0.04388248898497388,10.0
3,28,1.3423062963326107,1.1283890575921594,1.0225348524311273,0.0809707262872843,31750.299873157233,26657.004807010442,-5093.295066146791,3294518.2839630647,3299611.5790292113,3.137039390936924e-05,43118.34006177359,4311.834006177359,0.13526393124559738,10.0
3,29,5.769019913844838,2.011870497050368,2.1083709114943456,0.39508204732889773,289734.82477458275,344596.811815701,54861.987041118264,1247926.3845511929,1193064.3975100745,2.2276016356093883e-05,74594.44096009493,7459.444096009493,0.16616669869007542,10.0
3,30,1.056734687050207,0.962092055244107,0.9518122226337642,0.01570142872375846,-8861.895931779714,29333.805585468042,38195.701517247755,3080813.831192886,3042618.1296756384,3.102598359030827e-05,30247.567113917507,3024.7567113917507,0.09384605209231525,10.0
4,1,4.100302386140502,1.5607709950748707,1.2209202381294084,0.33284930462072304,144924.36017983872,120355.60105460204,-24568.759125236684,2267644.5437647644,2292213.302890001,2.4988331458837935e-05,64236.36669149881,6423.6366691498815,0.16051596225986292,10.0
4,2,2.213490175934187,1.277490159219018,1.044340733908268,0.20379902554957285,78675.2038758632,67105.3489087685,-11569.854967094696,3628351.978082812,3639921.8330499064,3.061611941013296e-05,49403.40470066698,4940.340470066698,0.15125405375827441,10.0
4,3,1.4730862323495302,1.157988648301476,1.036172972021527,0.10515876411962144,41862.48500713697,110519.49163361697,68657.00662648,5507277.963818371,5438620.957191891,3.433457783222679e-05,56423.484325849495,5642.3484325849495,0.1937276514151308,10.0
4,4,5.54984419876609,1.6932730043493252,1.2735774509865676,0.38822906867213414,146712.066075245,127919.57535882537,-18792.490716419634,1848688.4709952218,1867480.9617116414,2.3285943436610273e-05,65108.8670149405,6510.88670149405,0.15161213945316848,10.0
4,5,8.543199398915302,2.000119829084052,1.569641522740988,0.4595230258890848,266507.85789740825,239008.95144040268,-27498.906457005563,1533423.809053664,1560922.7155106696,2.3504070464704568e-05,73876.2713597828,7387.6271359782795,0.17363930877099706,10.0
4,6,3.9464825477282126,1.5722432269105753,1.2320241644814978,0.32543412040872155,129149.29091077475,187397.79706119644,58248.50615042169,2252490.683013523,2194242.1768631013,2.4146559031249385e-05,69703.46823435539,6970.346823435539,0.16830989104036786,10.0
4,7,5.2522326918951,1.7402454187309857,1.4107679566827043,0.37857040785558427,212787.84939520585,212709.59584146336,-78.25355374248466,2017194.3884170677,2017272.6419708102,2.397661529334669e-05,83126.54375181286,8312.654375181286,0.1993093160202769,10.0
4,8,5.358619452252889,1.727243138592663,2.1380786669009915,0.3820967897737283,165505.92804627723,206299.39793271275,40793.469886435516,575762.5547477714,534969.0848613358,1.279615900239537e-05,43947.60142549544,4394.760142549544,0.056236049561453706,10.0
4,9,4.567037168266403,1.6692273870117782,1.6022140891583267,0.3531251193304762,156225.8024894401,182321.31456224326,26095.51207280316,957449.635701578,931354.1236287749,1.6639198371816028e-05,51489.039401236274,5148.903940123628,0.0856736340571422,10.0
4,10,1.2509173264261786,1.0662120208028791,1.0171240327749762,0.06219484041357237,16589.757246447916,4864.264516651029,-11725.492729796886,2332725.403030816,2344450.8957606126,2.472418865927289e-05,32360.072734562003,3236.0072734562004,0.08000765433171037,10.0
4,11,7.415172639989648,1.9243928640907928,1.5702641232473467,0.4369973693884657,194561.81295674184,184576.55605300362,-9985.25690373822,1033570.5331552374,1043555.7900589756,2.0586522841480714e-05,47054.05565019888,4705.405565019888,0.0968679391427124,10.0
4,12,3.966351381772224,1.5462152797218962,1.216218713777336,0.3264657472299014,143659.897480536,122102.97474980165,-21556.92273073434,1817986.3513463254,1839543.2740770597,2.5919117674901765e-05,38220.16852779755,3822.016852779755,0.09906330456265616,10.0
4,13,7.991428506626511,1.975729540124065,4.0909186750650575,0.4490127500910145,222809.86125651447,238620.66639911456,15810.80514260009,268256.4074882805,252445.6023456804,1.2048459780237873e-05,27000.559136038257,2700.0559136038255,0.03253151507944912,10.0
4,14,5.807651272948396,1.7985470096178466,3.439591606046054,0.39623514079468125,231031.20918561536,266660.27494452154,35629.06575890619,377132.5845287732,341503.5187698671,1.134174974277099e-05,39937.99152524694,3993.7991525246935,0.04529667051082594,10.0
4,15,6.867995520931309,1.8977543965009378,1.7906649563967294,0.42459343189549625,227630.89168777192,207458.09582246302,-20172.7958653089,929752.6168554185,949925.4127207274,2.0288721528439467e-05,40890.83993306223,4089.0839933062225,0.08296228644658918,10.0
4,16,2.055659501404516,1.296754195995839,1.0607252405709207,0.18672549078693146,73447.1814604421,166916.1270147903,93468.94555434822,4250712.774366396,4157243.8288120474,3.430951304091172e-05,56584.75848905149,5658.475848905149,0.19413955092969523,10.0
4,17,5.294627395862571,1.8306068662361243,1.792491882266895,0.380017762866129,229209.31245655924,213704.2224849395,-15505.089971619745,1070959.7675943172,1086464.857565937,1.915500807579426e-05,59201.81148007928,5920.181148007929,0.1134011177002568,10.0
4,18,3.1560631021457515,1.4494087089206549,1.1316273400891246,0.2807901648306437,104597.60406633583,34760.128357770685,-69837.47570856515,2282327.06030143,2352164.5360099957,2.8623430088439326e-05,40408.24087339881,4040.8240873398813,0.11566224576365473,10.0
4,19,3.5651156123051173,1.5706852007151388,1.1131672331793623,0.30547850764585016,125510.23535664917,105727.90393028501,-19782.33142636415,3477365.8181242286,3497148.1495505925,3.2472073918384566e-05,60030.18600432768,6003.018600432768,0.19493046372669032,10.0
4,20,1.8790067277007694,1.2405671837650025,1.331614466407212,0.16545581742810567,53256.089191718245,59554.064572701616,6297.975380983371,498012.92661761114,491714.95123662776,1.360903778960365e-05,16305.859450300117,1630.5859450300118,0.02219070574511001,10.0
4,21,4.605094911566182,1.7034069133864282,1.4895001815896673,0.35469319386780485,175816.67145261212,164632.05869827367,-11184.61275433845,1108587.482913658,1119772.0956679964,2.152103997734997e-05,39433.57344332463,3943.357344332463,0.08486515105235555,10.0
4,22,3.2127134338169006,1.533972169607918,1.162741819804874,0.2844693580276302,126079.52804097623,134951.02027476073,8871.492233784491,2632434.4895119146,2623562.99727813,2.936668508225754e-05,59079.5184388234,5907.95184388234,0.17349696128043543,10.0
4,23,5.413611042720474,1.8308160458760416,1.755770894497299,0.38395979511123834,223524.9945270263,211513.8740093959,-12011.120517630421,1122799.5553105436,1134810.675828174,2.121323055132183e-05,53187.139088776974,5318.713908877698,0.11282710438554473,10.0
